leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
77,536,,DANIAN,,74.2,77.2,,NO AGE GIVEN,,NO AGE GIVEN,60.0,65.0,62.5,DSDP INITIAL REPORTS
77,536,,UPPER MAESTRICHTIAN ,,77.2,80.0,,NO AGE GIVEN,,NO AGE GIVEN,65.0,67.5,66.25,DSDP INITIAL REPORTS
77,536,,ALBIAN,,89.5,99.0,,NO AGE GIVEN,,NO AGE GIVEN,100.0,108.0,104.0,DSDP INITIAL REPORTS
77,536,,LOWER CRETACEOUS,,99.0,137.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,100.0,135.0,117.5,DSDP INITIAL REPORTS
77,536,,UPPER APTIAN,,137.0,146.5,,NO AGE GIVEN,,NO AGE GIVEN,108.0,112.0,110.0,DSDP INITIAL REPORTS
77,536,,LOWER CRETACEOUS,,146.5,156.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,100.0,135.0,117.5,DSDP INITIAL REPORTS
77,536,,UPPER APTIAN,,156.0,175.0,,NO AGE GIVEN,,NO AGE GIVEN,108.0,112.0,110.0,DSDP INITIAL REPORTS
77,536,,LOWER CRETACEOUS,,175.0,184.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,100.0,135.0,117.5,DSDP INITIAL REPORTS
77,536,,UPPER APTIAN,,184.5,194.0,,NO AGE GIVEN,,NO AGE GIVEN,108.0,112.0,110.0,DSDP INITIAL REPORTS
77,537,,LOWER PLIOCENE,,0.0,7.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
77,537,,MIDDLE EOCENE,,54.5,64.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
77,537,,LOWER EOCENE,,88.0,88.3,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
77,537,,UPPER PALEOCENE,,88.3,89.6,,NO AGE GIVEN,,NO AGE GIVEN,53.5,60.0,56.75,DSDP INITIAL REPORTS
77,537,,TERTIARY,CRETACEOUS,89.6,89.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,135.0,68.4,DSDP INITIAL REPORTS
77,537,,LOWER APTIAN,,89.8,92.5,,NO AGE GIVEN,,NO AGE GIVEN,112.0,115.0,113.5,DSDP INITIAL REPORTS
77,537,,LOWER CRETACEOUS,,92.5,102.0,,NO AGE GIVEN,,NO AGE GIVEN,100.0,135.0,117.5,DSDP INITIAL REPORTS
77,537,,VALANGINIAN,BERRIASIAN,102.0,111.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,126.0,135.0,130.5,DSDP INITIAL REPORTS
77,537,,VALANGINIAN,,111.5,159.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,126.0,131.0,128.5,DSDP INITIAL REPORTS
77,537,,BERRIASIAN,,159.0,168.5,,NO AGE GIVEN,,NO AGE GIVEN,131.0,135.0,133.0,DSDP INITIAL REPORTS
77,538,,UPPER PLIOCENE,,0.0,0.6,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
77,538,,LOWER PLIOCENE,,0.6,4.6,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
77,538,,UPPER OLIGOCENE,,4.6,6.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
77,538,,UPPER PLIOCENE,,0.0,0.6,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
77,538,,LOWER PLIOCENE,,0.6,4.6,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
77,538,,UPPER OLIGOCENE,,4.6,6.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
77,539,,HOLOCENE,UPPER PLEISTOCENE,0.0,3.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,0.7,0.35,DSDP INITIAL REPORTS
77,539,,LOWER PLEISTOCENE,UPPER PLIOCENE,3.8,7.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.2,3.4,2.3,DSDP INITIAL REPORTS
77,539,,HOLOCENE,UPPER PLEISTOCENE,0.0,3.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.0,0.7,0.35,DSDP INITIAL REPORTS
77,539,,LOWER PLEISTOCENE,UPPER PLIOCENE,3.8,7.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.2,3.4,2.3,DSDP INITIAL REPORTS
77,540,,UPPER PLEISTOCENE,,0.0,4.5,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
77,540,,UPPER MIOCENE,,4.5,42.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
77,540,,MIDDLE MIOCENE,,42.5,52.3,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
77,540,,UPPER OLIGOCENE,,52.3,204.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
77,540,,LOWER OLIGOCENE,,204.0,224.2,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
77,540,,UPPER EOCENE,,224.2,242.9,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
77,540,,MIDDLE EOCENE,,242.9,261.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
77,540,,UPPER EOCENE,MIDDLE EOCENE,261.0,262.4,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,37.5,49.0,43.25,DSDP INITIAL REPORTS
77,540,,LOWER EOCENE,,262.4,270.5,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
77,540,,UPPER PALEOCENE,,270.5,272.5,,NO AGE GIVEN,,NO AGE GIVEN,53.5,60.0,56.75,DSDP INITIAL REPORTS
77,540,,UPPER PALEOCENE,LOWER PALEOCENE,272.5,280.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,53.5,65.0,59.25,DSDP INITIAL REPORTS
77,540,,UPPER CENOMANIAN,,289.5,308.5,,NO AGE GIVEN,,NO AGE GIVEN,92.0,95.0,93.5,DSDP INITIAL REPORTS
77,540,,LOWER CENOMANIAN,,327.5,375.0,,NO AGE GIVEN,,NO AGE GIVEN,97.5,100.0,98.75,DSDP INITIAL REPORTS
77,540,,UPPER ALBIAN,,375.0,660.0,,NO AGE GIVEN,,NO AGE GIVEN,100.0,104.0,102.0,DSDP INITIAL REPORTS
77,540,,MIDDLE ALBIAN,,660.0,745.5,,NO AGE GIVEN,,NO AGE GIVEN,104.0,106.0,105.0,DSDP INITIAL REPORTS
79,544,,UPPER PLEISTOCENE,,0.0,6.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
79,544,,UPPER PLEISTOCENE,,0.0,6.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
79,544,,UPPER PLEISTOCENE,,0.0,6.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
79,545,,UPPER PLEISTOCENE,,0.0,8.5,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
79,545,,PLEISTOCENE,,8.5,75.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
79,545,,LOWER PLEISTOCENE,,75.0,84.5,,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
79,545,,PLEISTOCENE,,84.5,85.2,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
79,545,,UPPER PLIOCENE,MIDDLE PLIOCENE,85.2,94.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,4.0,2.9,DSDP INITIAL REPORTS
79,545,,MIDDLE PLIOCENE,LOWER PLIOCENE,94.0,113.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.0,5.0,4.0,DSDP INITIAL REPORTS
79,545,,LOWER PLIOCENE,UPPER MIOCENE,113.0,122.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,10.5,6.95,DSDP INITIAL REPORTS
79,545,,UPPER MIOCENE,,122.5,179.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
79,545,,UPPER MIOCENE,MIDDLE MIOCENE,179.5,189.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,5.0,16.0,10.5,DSDP INITIAL REPORTS
79,545,,MIDDLE MIOCENE,,189.0,208.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
79,545,,MIDDLE MIOCENE,LOWER MIOCENE,208.0,227.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,10.5,22.5,16.5,DSDP INITIAL REPORTS
79,545,,LOWER MIOCENE,,227.0,255.5,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
79,545,,UPPER CENOMANIAN,MIDDLE CENOMANIAN,255.5,303.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,92.0,97.5,94.75,DSDP INITIAL REPORTS
79,545,,MIDDLE CENOMANIAN,,303.0,312.5,,NO AGE GIVEN,,NO AGE GIVEN,95.0,97.5,96.25,DSDP INITIAL REPORTS
79,545,,MIDDLE CENOMANIAN,LOWER CENOMANIAN,312.5,322.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,95.0,100.0,97.5,DSDP INITIAL REPORTS
79,545,,LOWER CENOMANIAN,,322.0,341.0,,NO AGE GIVEN,,NO AGE GIVEN,97.5,100.0,98.75,DSDP INITIAL REPORTS
79,545,,UPPER ALBIAN,,341.0,379.0,,NO AGE GIVEN,,NO AGE GIVEN,100.0,104.0,102.0,DSDP INITIAL REPORTS
79,545,,MIDDLE ALBIAN,LOWER ALBIAN,379.0,398.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,104.0,108.0,106.0,DSDP INITIAL REPORTS
79,545,,LOWER ALBIAN,,398.0,407.5,,NO AGE GIVEN,,NO AGE GIVEN,106.0,108.0,107.0,DSDP INITIAL REPORTS
79,545,,LOWER ALBIAN,UPPER APTIAN,407.5,436.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,106.0,112.0,109.0,DSDP INITIAL REPORTS
79,545,,UPPER APTIAN,,436.0,464.5,,NO AGE GIVEN,,NO AGE GIVEN,108.0,112.0,110.0,DSDP INITIAL REPORTS
79,545,,UPPER APTIAN,MIDDLE APTIAN,464.5,483.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,108.0,111.5,109.8,DSDP INITIAL REPORTS
79,545,,UPPER APTIAN,,483.5,520.2,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,108.0,112.0,110.0,DSDP INITIAL REPORTS
79,545,,MIDDLE APTIAN,LOWER APTIAN,520.2,530.6,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,101.5,115.0,108.3,DSDP INITIAL REPORTS
79,545,,NEOCOMIAN,UPPER JURASSIC,530.6,531.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,121.0,149.0,135.0,DSDP INITIAL REPORTS
79,545,,UPPER JURASSIC,,531.0,635.5,,NO AGE GIVEN,,NO AGE GIVEN,135.0,149.0,142.0,DSDP INITIAL REPORTS
79,545,,OXFORDIAN,,635.5,645.0,,NO AGE GIVEN,,NO AGE GIVEN,143.0,149.0,146.0,DSDP INITIAL REPORTS
79,545,,OXFORDIAN,MIDDLE JURASSIC,645.0,682.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,143.0,171.0,157.0,DSDP INITIAL REPORTS
79,545,,MIDDLE JURASSIC,,682.5,701.0,,NO AGE GIVEN,,NO AGE GIVEN,149.0,171.0,160.0,DSDP INITIAL REPORTS
79,546,,UPPER PLEISTOCENE,,0.0,2.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
79,546,,PLEISTOCENE,,2.0,46.2,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
79,546,,LOWER PLEISTOCENE,UPPER PLIOCENE,47.5,49.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.2,3.4,2.3,DSDP INITIAL REPORTS
79,546,,UPPER PLIOCENE,,49.5,59.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
79,546,,UPPER PLIOCENE,MIDDLE PLIOCENE,59.0,78.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,4.0,2.9,DSDP INITIAL REPORTS
79,546,,MIDDLE PLIOCENE,,78.0,87.5,,NO AGE GIVEN,,NO AGE GIVEN,3.0,4.0,3.5,DSDP INITIAL REPORTS
79,546,,LOWER PLIOCENE,,87.5,106.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
79,546,,UPPER MIOCENE,,106.5,125.7,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
79,546,,MIDDLE MIOCENE,,125.7,144.5,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
79,546,,MIDDLE MIOCENE,MESOZOIC,144.5,154.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,10.5,225.0,117.8,DSDP INITIAL REPORTS
79,546,,HETTANGIAN,RHAETIAN,154.0,192.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,192.0,193.0,192.5,DSDP INITIAL REPORTS
79,547,,PLEISTOCENE,,0.0,3.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
79,547,,PLEISTOCENE,,0.0,3.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
79,547,,PLEISTOCENE,,0.0,3.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
80,548,,QUATERNARY,,0.0,100.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
80,548,,UPPER PLIOCENE,,100.0,133.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
80,548,,LOWER PLIOCENE,,133.0,211.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
80,548,,QUATERNARY,,0.0,100.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
80,548,,UPPER PLIOCENE,,100.0,133.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
80,548,,LOWER PLIOCENE,,133.0,211.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
80,549,,QUATERNARY,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
80,549,,UPPER OLIGOCENE,,9.5,94.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
80,549,,UPPER EOCENE,,94.0,198.5,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
80,549,,MIDDLE EOCENE,,198.5,274.5,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
80,549,,LOWER EOCENE,,274.5,331.5,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
80,549,,UPPER PALEOCENE,,331.5,379.0,,NO AGE GIVEN,,NO AGE GIVEN,53.5,60.0,56.75,DSDP INITIAL REPORTS
80,549,,UPPER MAESTRICHTIAN ,,379.0,388.5,,NO AGE GIVEN,,NO AGE GIVEN,65.0,67.5,66.25,DSDP INITIAL REPORTS
80,549,,LOWER MAESTRICHTIAN ,,388.5,398.0,,NO AGE GIVEN,,NO AGE GIVEN,67.5,70.0,68.75,DSDP INITIAL REPORTS
80,549,,UPPER CAMPANIAN,,398.0,407.5,,NO AGE GIVEN,,NO AGE GIVEN,70.0,74.0,72.0,DSDP INITIAL REPORTS
80,549,,SANTONIAN,,407.5,417.0,,NO AGE GIVEN,,NO AGE GIVEN,78.0,82.0,80.0,DSDP INITIAL REPORTS
80,549,,SANTONIAN,CONIACIAN,417.0,426.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,78.0,86.0,82.0,DSDP INITIAL REPORTS
80,549,,LOWER SANTONIAN,CONIACIAN,426.5,436.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,80.0,86.0,83.0,DSDP INITIAL REPORTS
80,549,,TURONIAN,CENOMANIAN,436.0,445.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,86.0,100.0,93.0,DSDP INITIAL REPORTS
80,549,,UPPER CENOMANIAN,MIDDLE CENOMANIAN,445.5,455.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,92.0,97.5,94.75,DSDP INITIAL REPORTS
80,549,,MIDDLE CENOMANIAN,LOWER CENOMANIAN,455.0,464.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,95.0,100.0,97.5,DSDP INITIAL REPORTS
80,549,,MIDDLE ALBIAN,,483.5,626.0,,NO AGE GIVEN,,NO AGE GIVEN,104.0,106.0,105.0,DSDP INITIAL REPORTS
80,549,,MIDDLE ALBIAN,LOWER ALBIAN,626.0,635.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,104.0,108.0,106.0,DSDP INITIAL REPORTS
80,549,,LOWER ALBIAN,,635.5,673.5,,NO AGE GIVEN,,NO AGE GIVEN,106.0,108.0,107.0,DSDP INITIAL REPORTS
80,549,,UPPER BARREMIAN,,673.5,692.0,,NO AGE GIVEN,,NO AGE GIVEN,115.0,118.0,116.5,DSDP INITIAL REPORTS
80,549,,UPPER BARREMIAN,LOWER BARREMIAN,692.0,701.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,115.0,121.0,118.0,DSDP INITIAL REPORTS
80,549,,LOWER BARREMIAN,,701.0,737.0,,NO AGE GIVEN,,NO AGE GIVEN,118.0,121.0,119.5,DSDP INITIAL REPORTS
80,549,,BARREMIAN,,737.0,755.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,115.0,121.0,118.0,DSDP INITIAL REPORTS
80,549,,MIDDLE BARREMIAN,,794.5,797.0,,NO AGE GIVEN,,NO AGE GIVEN,118.0,119.5,118.8,DSDP INITIAL REPORTS
80,549,,LOWER BARREMIAN,,801.5,919.5,,NO AGE GIVEN,,NO AGE GIVEN,118.0,121.0,119.5,DSDP INITIAL REPORTS
80,549,,QUATERNARY,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
80,549,,UPPER OLIGOCENE,,9.5,94.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
80,549,,UPPER EOCENE,,94.0,198.5,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
80,549,,MIDDLE EOCENE,,198.5,274.5,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
80,549,,LOWER EOCENE,,274.5,331.5,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
80,549,,UPPER PALEOCENE,,331.5,379.0,,NO AGE GIVEN,,NO AGE GIVEN,53.5,60.0,56.75,DSDP INITIAL REPORTS
80,549,,UPPER MAESTRICHTIAN ,,379.0,388.5,,NO AGE GIVEN,,NO AGE GIVEN,65.0,67.5,66.25,DSDP INITIAL REPORTS
80,549,,LOWER MAESTRICHTIAN ,,388.5,398.0,,NO AGE GIVEN,,NO AGE GIVEN,67.5,70.0,68.75,DSDP INITIAL REPORTS
80,549,,UPPER CAMPANIAN,,398.0,407.5,,NO AGE GIVEN,,NO AGE GIVEN,70.0,74.0,72.0,DSDP INITIAL REPORTS
80,549,,SANTONIAN,,407.5,417.0,,NO AGE GIVEN,,NO AGE GIVEN,78.0,82.0,80.0,DSDP INITIAL REPORTS
80,549,,SANTONIAN,CONIACIAN,417.0,426.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,78.0,86.0,82.0,DSDP INITIAL REPORTS
80,549,,LOWER SANTONIAN,CONIACIAN,426.5,436.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,80.0,86.0,83.0,DSDP INITIAL REPORTS
80,549,,TURONIAN,CENOMANIAN,436.0,445.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,86.0,100.0,93.0,DSDP INITIAL REPORTS
80,549,,UPPER CENOMANIAN,MIDDLE CENOMANIAN,445.5,455.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,92.0,97.5,94.75,DSDP INITIAL REPORTS
80,549,,MIDDLE CENOMANIAN,LOWER CENOMANIAN,455.0,464.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,95.0,100.0,97.5,DSDP INITIAL REPORTS
80,549,,MIDDLE ALBIAN,,483.5,626.0,,NO AGE GIVEN,,NO AGE GIVEN,104.0,106.0,105.0,DSDP INITIAL REPORTS
80,549,,MIDDLE ALBIAN,LOWER ALBIAN,626.0,635.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,104.0,108.0,106.0,DSDP INITIAL REPORTS
80,549,,LOWER ALBIAN,,635.5,673.5,,NO AGE GIVEN,,NO AGE GIVEN,106.0,108.0,107.0,DSDP INITIAL REPORTS
80,549,,UPPER BARREMIAN,,673.5,692.0,,NO AGE GIVEN,,NO AGE GIVEN,115.0,118.0,116.5,DSDP INITIAL REPORTS
80,549,,UPPER BARREMIAN,LOWER BARREMIAN,692.0,701.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,115.0,121.0,118.0,DSDP INITIAL REPORTS
80,549,,LOWER BARREMIAN,,701.0,737.0,,NO AGE GIVEN,,NO AGE GIVEN,118.0,121.0,119.5,DSDP INITIAL REPORTS
80,549,,BARREMIAN,,737.0,755.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,115.0,121.0,118.0,DSDP INITIAL REPORTS
80,549,,MIDDLE BARREMIAN,,794.5,797.0,,NO AGE GIVEN,,NO AGE GIVEN,118.0,119.5,118.8,DSDP INITIAL REPORTS
80,549,,LOWER BARREMIAN,,801.5,919.5,,NO AGE GIVEN,,NO AGE GIVEN,118.0,121.0,119.5,DSDP INITIAL REPORTS
80,550,,PLEISTOCENE,,0.0,5.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
80,550,,PLIOCENE,UPPER MIOCENE,99.5,118.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,10.5,6.15,DSDP INITIAL REPORTS
80,550,,LOWER PLIOCENE,,118.5,175.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
80,550,,UPPER MIOCENE,,175.5,261.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
80,550,,MIDDLE MIOCENE,,261.0,280.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
80,550,,MIDDLE MIOCENE,LOWER MIOCENE,280.0,289.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,10.5,22.5,16.5,DSDP INITIAL REPORTS
80,550,,LOWER MIOCENE,,289.5,308.5,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
80,550,,LOWER EOCENE,,308.5,403.5,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
80,550,,LOWER EOCENE,UPPER PALEOCENE,403.5,413.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,49.0,60.0,54.5,DSDP INITIAL REPORTS
80,550,,UPPER PALEOCENE,,413.0,422.5,,NO AGE GIVEN,,NO AGE GIVEN,53.5,60.0,56.75,DSDP INITIAL REPORTS
80,550,,LOWER PALEOCENE,,422.5,472.8,,NO AGE GIVEN,,NO AGE GIVEN,60.0,65.0,62.5,DSDP INITIAL REPORTS
80,550,,UPPER MAESTRICHTIAN ,,472.8,517.5,,NO AGE GIVEN,,NO AGE GIVEN,65.0,67.5,66.25,DSDP INITIAL REPORTS
80,550,,MAESTRICHTIAN,,517.5,527.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,65.0,70.0,67.5,DSDP INITIAL REPORTS
80,550,,PLEISTOCENE,,0.0,5.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
80,550,,PLIOCENE,UPPER MIOCENE,99.5,118.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,10.5,6.15,DSDP INITIAL REPORTS
80,550,,LOWER PLIOCENE,,118.5,175.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
80,550,,UPPER MIOCENE,,175.5,261.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
80,550,,MIDDLE MIOCENE,,261.0,280.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
80,550,,MIDDLE MIOCENE,LOWER MIOCENE,280.0,289.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,10.5,22.5,16.5,DSDP INITIAL REPORTS
80,550,,LOWER MIOCENE,,289.5,308.5,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
80,550,,LOWER EOCENE,,308.5,403.5,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
