Exp,Site,Hole,Latitude,Longitude,Water depth (m),Penetration DSF (m),Cored interval (m),Recovered length (m),Recovery (%),Drilled interval (m),Drilled interval (no.),Total cores (no.),APC cores (no.),HLAPC cores (no.),XCB cores (no.),RCB cores (no.),Other cores (no.),Date started (UTC),Date finished (UTC),Time on hole (days),Comments,
361,U1474,C,31 12.9999 S,31 31.7215 E,3039.14,3.1,3.1,3.07,99.03,,0,1,1,0,0,0,0,2/13/16 6:35,2/13/16 8:15,0.07,,
361,U1474,D,31 12.9999 S,31 32.7213 E,3034.34,124.5,124.5,126.04,101.24,,0,14,14,0,0,0,0,2/13/16 8:15,2/14/16 1:05,0.7,,
361,U1474,E,31 12.9995 S,31 32.7208 E,3034.35,219,112,114.44,102.18,107,2,17,7,10,0,0,0,2/14/16 18:30,2/16/16 4:30,1.42,,
361,U1474,F,31 13.0105 S,31 32.7078 E,3035.93,238.4,236.4,240.49,101.73,2,1,32,21,11,0,0,0,2/16/16 4:30,2/18/16 7:48,2.14,,
361,U1474,G,32 12.9995 S,31 32.7080 E,,9.5,9.5,9.97,104.95,,0,1,1,0,0,0,0,2/9/16 23:30,2/10/16 10:30,0.46,,
361,U1474,H,32 12.9995 S,31 32.7080 E,,9.5,9.5,9.82,103.37,,0,1,1,0,0,0,0,,2/10/16 12:30,,,
361,U1475,A,41 25.6052 S,25 15.6440 E,2670.36,1.5,1.5,1.48,98.67,,0,1,1,0,0,0,0,2/23/16 13:38,2/24/16 1:00,0.47,,
361,U1475,B,41 25.6052 S,25 15.6441 E,2669.46,243.9,243.9,250.31,102.63,,0,26,26,0,0,0,0,2/24/16 1:00,2/25/16 2:30,1.06,,
361,U1475,C,41 25.5941 S,25 15.6439 E,2669.34,275,272,280.7,103.2,3,1,29,29,0,0,0,0,2/25/16 2:30,2/26/16 7:35,1.21,,
361,U1475,D,41 25.6055 S,25 15.6586 E,2668.32,143,143,150.86,105.5,,0,16,16,0,0,0,0,2/26/16 7:35,2/27/16 2:25,0.78,,
361,U1475,E,41 25.6162 S,25 15.6439 E,2671.85,277,270.5,277.2,102.48,6.5,1,29,29,0,0,0,0,2/27/16 2:25,2/28/16 11:35,1.38,,
361,U1475,F,41 25.6054 S,25 15.6299 E,2669.35,133.5,57,55.37,97.14,76.5,4,6,6,0,0,0,0,2/28/16 11:35,2/29/16 7:30,0.83,,
361,U1476,A,15 49.2535 S,41 46.1242 E,2165.71,224.2,224.2,232.9,103.88,,0,24,24,0,0,0,0,3/7/16 23:27,3/9/16 5:05,1.23,,
361,U1476,B,15 49.2421 S,41 46.1234 E,2166.5,148.4,148.4,154.42,104.06,,0,16,16,0,0,0,0,3/9/16 5:05,3/9/16 19:15,0.59,APL Hole - ~150mbsf,
361,U1476,C,15 49.2526 S,41 46.1355 E,2165.5,5.7,5.7,5.72,100.35,,0,1,1,0,0,0,0,3/9/16 19:15,3/9/16 20:45,0.06,,
361,U1476,D,15 49.2525 S,41 46.1358 E,2165.5,229,228,237.02,103.96,1,1,24,24,0,0,0,0,3/9/16 20:45,3/10/16 18:15,0.9,,
361,U1476,E,15 49.2635 S,41 46.1236 E,2165.19,234.8,234.8,243.77,103.82,,0,25,25,0,0,0,0,3/10/16 18:15,3/12/16 2:00,1.32,,
361,U1477,A,19 21.2930 S,36 54.8962 E,429.17,181.2,181.2,182.53,100.73,,0,27,11,15,1,0,0,3/13/16 8:17,3/14/16 4:15,0.83,,
361,U1477,B,19 21.2822 S,36 54.8958 E,429.56,174.4,174.4,185.73,106.5,,0,26,12,14,0,0,0,3/14/16 4:15,3/14/16 17:05,0.53,,
361,U1477,C,19 21.2928 S,36 54.9066 E,429.16,119.4,118.4,121.75,102.83,1,1,16,9,7,0,0,0,3/14/16 17:05,3/15/16 4:42,0.48,,
361,U1478,A,25 49.2600 S,34 46.1593 E,487.94,248.4,248.4,256.96,103.45,,0,32,21,11,0,0,0,3/16/16 20:41,3/17/16 16:05,0.81,,
361,U1478,B,25 49.2500 S,34 46.1589 E,487.94,247.3,246.3,246.85,100.22,1,1,33,19,14,0,0,0,3/17/16 16:05,3/18/16 8:15,0.67,,
361,U1478,C,25 49.2604 S,34 46.1705 E,489.92,248.3,238.3,242.32,101.69,10,5,33,19,14,0,0,0,3/18/16 8:15,3/19/16 0:10,0.66,,
361,U1478,D,25 49.2706 S,34 46.1592 E,490.7,216,172.7,175.97,101.89,43.3,3,21,16,5,0,0,0,3/19/16 0:20,3/19/16 14:30,0.59,,
361,U1479,A,35 03.5290 S,17 24.0620 E,2618.53,1,1,1.01,101,,0,1,1,0,0,0,0,3/24/16 2:22,3/24/16 10:15,0.33,,
361,U1479,B,35 03.5289 S,17 24.0621 E,2618.33,300.7,300.7,296.73,98.68,,0,32,32,0,0,0,0,3/24/16 10:15,3/25/16 17:20,1.3,,
361,U1479,C,35 03.5183 S,17 24.0621 E,2618.28,295.5,294.5,303.69,103.12,1,1,31,31,0,0,0,0,3/25/16 17:20,3/27/16 0:50,1.31,,
361,U1479,D,35 03.5286 S,17 24.0754 E,2615.09,103.4,101.4,102.15,100.74,2,1,11,11,0,0,0,0,3/27/16 0:50,3/27/16 12:10,0.47,,
361,U1479,E,35 03.5402 S,17 24.0623 E,2615.09,276.5,142.5,148.17,103.98,134,3,15,15,0,0,0,0,3/28/16 0:00,3/28/16 21:35,0.9,,
361,U1479,F,35 03.5290 S,17 24.0493 E,2615.26,9.5,9.5,9.5,100,,0,1,1,0,0,0,0,3/28/16 21:35,3/28/16 23:50,0.09,,
361,U1479,G,35 03.5290 S,17 24.0493 E,2612.46,9.3,9.3,9.29,99.89,,0,1,1,0,0,0,0,3/28/16 23:50,3/29/16 0:50,0.04,,
361,U1479,H,35 03.5289 S,17 24.0489 E,2613.16,85.6,81.6,70.75,86.7,4,1,9,9,0,0,0,0,3/29/16 0:50,3/29/16 9:30,0.36,,
361,U1479,I,35 03.5286 S,17 24.0493 E,2613.36,69.5,34.8,21.79,62.61,34.7,1,4,4,0,0,0,0,3/29/16 9:30,3/29/16 16:15,0.28,,
362,U1480,A,03 2.0447 N,91 36.3481 E,4147.53,6,6,5.94,99,,0,1,1,0,0,0,0,8/11/16 23:15,8/12/16 18:35,0.81,Depth offset from Hole U1480E,
362,U1480,B,03 2.0437 N,91 36.3603 E,4147.54,9.5,9.5,9.95,104.74,,0,1,1,0,0,0,0,8/12/16 18:35,8/12/16 20:15,0.07,Depth offset from Hole U1480E,
362,U1480,C,03 2.0337 N,91 36.3613 E,4147.54,9.5,9.5,9.68,101.89,,0,1,1,0,0,0,0,8/12/16 20:15,8/12/16 21:40,0.06,Depth offset from Hole U1480E,
362,U1480,D,03 2.0330 N,91 36.3496 E,4147.54,9.5,9.5,9.91,104.32,,0,1,1,0,0,0,0,8/12/16 21:40,8/12/16 23:10,0.06,Depth offset from Hole U1480E,
362,U1480,E,03 2.0341 N,91 36.3378 E,4147.54,99.7,99.7,97.64,97.93,,0,12,12,0,0,0,0,8/12/16 23:10,8/14/16 8:40,1.4,,
362,U1480,F,03 2.0448 N,91 36.3375 E,4147.51,815,672,249.35,37.11,143,10,88,7,31,50,0,0,8/14/16 8:40,8/21/16 0:40,6.67,Depth offset from Hole U1480E,
362,U1480,G,03 2.0550 N,91 36.3370 E,4147.47,1431.6,672,329.16,48.98,759.6,1,72,0,0,0,72,0,8/21/16 0:40,9/5/16 22:10,15.9,Reentry system to ~755 mbsf,
362,U1480,H,03 2.0555 N,91 36.3482 E,4147.28,129.4,124.4,115.97,93.22,5,1,16,16,0,0,0,0,9/5/16 22:10,9/7/16 19:12,1.88,,
362,U1481,A,02 45.2861 N,91 45.5771 E,4178.32,1500,350.3,219.8,62.75,1149.7,3,37,0,0,0,37,0,9/21/16 6:19,10/2/16 0:30,10.76,Drill in reentry system to 734.14,
362T,U1473,A,32 42.3622 S,57 16.6880 E,710.35,19.7,19.7,16.91,85.84,,0,5,0,0,0,4,1,7/12/16 8:00,7/21/16 9:00,9.04,Reoccupy hole for fishing/cleanout,
363,U1482,A,15 3.3227 S,120 26.1049 E,1467.7,490,490,505.88,103.24,,0,58,37,8,13,0,0,10/16/16 7:30,10/19/16 8:10,3.03,,
363,U1482,B,15 3.3142 S,120 26.0988 E,1464.49,366.6,349.1,365.82,104.79,17.5,5,40,35,5,0,0,0,10/19/16 8:10,10/20/16 16:00,1.33,,
363,U1482,C,15 3.3298 S,120 26.1135 E,1465.19,534.1,517.1,535.86,103.63,17,4,56,34,0,22,0,0,10/20/16 16:00,10/24/16 15:00,3.96,,
363,U1482,D,15 3.3305 S,120 26.0920 E,1466.13,213,80.4,82.77,102.95,132.6,1,9,9,0,0,0,0,10/24/16 15:00,10/25/16 10:00,0.79,,
363,U1483,A,13 05.2382 S,121 48.2424 E,1732.93,293.3,293.3,308.58,105.21,,0,31,31,0,0,0,0,10/25/16 22:30,10/27/16 16:50,1.76,,
363,U1483,B,13 05.2371 S,121 48.2538 E,1734.01,287,287,301.62,105.09,,0,31,31,0,0,0,0,10/27/16 16:50,10/28/16 18:10,1.06,,
363,U1483,C,13 05.2479 S,121 48.2537 E,1731.19,284.8,281.8,292.42,103.77,3,1,30,30,0,0,0,0,10/28/16 18:10,10/30/16 0:00,1.24,,
363,U1484,A,03 07.9228 S,142 46.9699 E,1030.93,223.2,223.2,220.6,98.84,,0,27,21,6,0,0,0,11/6/16 12:45,11/7/16 17:55,1.22,,
363,U1484,B,03 07.9223 S,142 46.9809 E,1030.48,222.9,220.9,220.51,99.82,2,1,30,17,13,0,0,0,11/7/16 17:55,11/8/16 22:50,1.2,,
363,U1484,C,03 07.9335 S,142 46.9822 E,1030.77,221.4,219.4,225.46,102.76,2,1,31,17,14,0,0,0,11/8/16 22:50,11/9/16 23:45,1.04,,
363,U1485,A,03 06.1585 S,142 47.5750 E,1144.75,300.8,300.8,312.36,103.84,,0,44,20,24,0,0,0,11/9/16 23:45,11/11/16 12:10,1.52,,
363,U1485,B,03 06.1584 S,142 47.5854 E,1145.34,297.7,295.7,291.18,98.47,2,1,46,20,26,0,0,0,11/11/16 12:10,11/12/16 21:25,1.39,,
363,U1485,C,03 06.1574 S,142 47.5991 E,1145.83,27.5,27.5,29.35,106.73,,0,3,3,0,0,0,0,11/12/16 21:25,11/13/16 2:55,0.23,,
363,U1485,D,03 06.1574 S,142 47.5867 E,1144.43,63.9,62.9,68.22,108.46,1,1,7,7,0,0,0,0,11/13/16 2:55,11/13/16 13:30,0.44,,
363,U1486,A,02 22.3375 S,144 36.0796 E,1330.33,9.5,9.5,9.95,104.74,,0,1,1,0,0,0,0,11/13/16 23:21,11/14/16 6:00,0.28,,
363,U1486,B,02 22.3368 S,144 36.0794 E,1333.83,211.2,211.2,215.49,102.03,,0,23,23,0,0,0,0,11/14/16 6:00,11/15/16 2:50,0.87,,
363,U1486,C,02 22.3478 S,144 36.0798 E,1334.5,201.3,197.3,172.7,87.53,4,2,21,21,0,0,0,0,11/15/16 2:50,11/16/16 0:10,0.89,,
363,U1486,D,02 22.3484 S,144 36.0690 E,1334.1,186.5,162.7,166.53,102.35,23.8,1,18,18,0,0,0,0,11/16/16 0:10,11/17/16 0:18,1.01,,
363,U1487,A,02 19.9979 S,144 49.1627 E,873.93,144.2,144.2,146.43,101.55,,0,16,16,0,0,0,0,11/17/16 1:45,11/17/16 20:40,0.79,,
363,U1487,B,02 19.9975 S,144 49.1746 E,873.63,144.3,144.3,148.73,103.07,,0,18,14,4,0,0,0,11/17/16 20:40,11/18/16 12:15,0.65,,
363,U1488,A,02 02.5891 N,141 45.2864 E,2603.4,314.5,314.5,327.2,104.04,,0,35,32,3,0,0,0,11/19/16 18:00,11/21/16 15:20,1.89,,
363,U1488,B,02 02.5901 N,141 45.2966 E,2604.4,304.9,304.9,315.77,103.57,,0,33,33,0,0,0,0,11/21/16 15:20,11/23/16 1:40,1.43,,
363,U1488,C,02 02.5793 N,141 45.2974 E,2604,159.3,159.3,153.6,96.42,,0,17,17,0,0,0,0,11/23/16 1:40,11/24/16 0:30,0.95,,
363,U1489,A,02 07.1976 N,141 01.6654 E,3419.8,9.5,9.5,9.53,100.32,,0,1,1,0,0,0,0,11/24/16 4:42,11/24/16 15:15,0.44,,
363,U1489,B,02 07.1984 N,141 01.6757 E,3419.5,129.2,129.2,120.66,93.39,,0,14,14,0,0,0,0,11/24/16 15:15,11/25/16 13:55,0.94,,
363,U1489,C,02 07.1772 N,141 01.6746 E,3423.68,385.6,385.6,376.35,97.6,,0,42,29,2,11,0,0,11/25/16 13:55,11/27/16 19:00,2.21,,
363,U1489,D,02 07.1761 N,141 01.6651 E,3421.55,385.6,238.8,229.24,96,146.8,1,26,14,0,12,0,0,11/27/16 19:00,11/29/16 16:12,1.88,,
363,U1490,A,05 48.9492 N,142 39.2599 E,2341.03,382.8,382.8,367.35,95.96,,0,44,27,4,13,0,0,11/30/16 14:00,12/2/16 16:55,2.12,,
363,U1490,B,05 48.9507 N,142 39.2698 E,2339.72,262.9,258.9,267.6,103.36,4,2,31,24,7,0,0,0,12/2/16 16:55,12/4/16 0:40,1.32,,
363,U1490,C,05 48.9385 N,142 39.2690 E,2341.27,170,164,168.24,102.59,6,2,18,18,0,0,0,0,12/4/16 0:40,12/5/16 19:42,1.79,,
364,E77,A,21 27.009 N,89 56.962 W,,828.99,828.99,839.3415,101.25,,0,303,0,0,0,303,0,4/7/16 0:00,5/31/16 0:00,54,ECORD Exp.  Not JR,
366,1200,C,13 47.0724 N,146 0.1717 E,2932.16,,,,0,,0,0,0,0,0,0,0,12/13/16 6:24,12/14/16 11:15,1.2,CORK recovery operation,
366,U1491,A,15 47.1175 N,147 08.4909 E,4493.68,1.3,1.3,1.32,101.54,,0,1,1,0,0,0,0,12/15/16 1:30,12/15/16 21:00,0.81,Material recovered from inside BHA as a result of attempting to tag sea floor - multiple mudlines recovered,
366,U1491,B,15 47.1176 N,147 08.4908 E,4492.48,19.4,19.4,18.98,97.84,,0,5,5,0,0,0,0,12/15/16 21:00,12/16/16 13:23,0.68,1st APC barrel pre-stroked on impact & did not pressure up. Result was core inside barrel was called mudline core,
366,U1491,C,15 47.1940 N,147 08.4119 E,4518.88,34.2,34.2,23.08,67.49,,0,9,2,6,1,0,0,12/16/16 13:23,12/17/16 21:30,1.34,Offset 200m NW from previous hole,
366,U1492,A,15 42.6775 N,147 10.6003 E,3656.58,38.3,38.3,38.49,100.5,,0,9,2,7,0,0,0,12/17/16 21:30,12/19/16 14:45,1.72,Offset 200m north of site coordinates,
366,U1492,B,15 42.6216 N,147 10.6011 E,3669.1,51.4,51.4,52.03,101.23,,0,13,1,12,0,0,0,12/19/16 14:45,12/21/16 1:00,1.43,Offset 100m north of site coordinates,
366,U1492,C,15 42.5590 N,147 10.6001 E,3666.47,139.1,139.1,71.35,51.29,,0,30,1,25,4,0,1,12/21/16 1:00,12/24/16 9:35,3.36,Offset 20m south of site coordinates,
366,U1492,D,15 42.5694 N,147 10.5991 E,3666.44,,,,0,,0,0,0,0,0,0,0,12/24/16 9:35,1/3/17 4:30,9.79,Reentry/Casing Installation at site coordinates,
366,U1493,A,17 59.1668 N,147 06.0057 E,3358.92,0.1,0.1,0.09,90,,0,1,1,0,0,0,0,1/3/17 17:42,1/4/17 5:45,0.5,Missed mudline/recovered mud sample in core catcher,
366,U1493,B,17 59.1665 N,147 06.0060 E,3358.92,32.6,32.6,19.03,58.37,,0,9,0,6,3,0,0,1/4/17 5:45,1/5/17 16:12,1.44,,
366,U1494,A,18 3.0896 N,147 6.0003 E,2199.8,39,39,27.99,71.77,,0,10,0,8,2,0,1,1/5/17 20:48,1/6/17 21:36,1.03,,
366,U1495,A,18 05.6693 N,147 06.0004 E,1405.81,10.7,10.7,4.84,45.23,,0,3,0,3,0,0,2,1/6/17 11:36,1/7/17 2:30,0.62,,
366,U1495,B,18 05.6788 N,147 05.9901 E,1401.89,10.8,10.8,10.18,94.26,,0,4,0,4,0,0,2,1/7/17 2:30,1/10/17 10:54,3.35,,
366,U1496,A,18 6.5936 N,147 6.0999 E,1243.38,44.8,42.8,38.36,89.63,2,1,10,0,9,1,0,1,1/7/17 15:14,1/8/17 7:00,0.66,,
366,U1496,B,18 6.6205 N,147 6.0998 E,1240.18,36,30,22.08,73.6,6,1,9,0,8,1,0,0,1/8/17 7:00,1/9/17 5:40,0.94,,
366,U1496,C,18 06.6068 N,147 06.1001 E,1243.17,105,105,8.52,8.11,,0,11,0,0,0,11,2,1/9/17 5:40,1/13/17 0:30,3.78,,
366,U1497,A,16 32.2536 N,147 13.2642 E,2019.24,34.2,34.2,22.47,65.7,,0,9,0,7,2,0,4,1/13/17 23:30,1/14/17 4:14,0.2,,
366,U1497,B,16 32.2528 N,147 13.2606 E,2018.22,23.8,23.8,19.91,83.66,,0,6,0,6,0,0,1,1/14/17 4:14,1/14/17 17:40,0.56,,
366,U1497,C,16 32.2504 N,147 13.2500 E,2018.3,,,,0,,0,0,0,0,0,0,0,1/14/17 17:40,1/15/17 3:40,0.42,,
366,U1497,D,16 32.2548 N,147 13.2621 E,2018.8,,,,0,,0,0,0,0,0,0,0,1/15/17 3:40,1/23/17 3:40,8,,
366,U1498,A,16 27.0898 N,147 09.8502 E,3496.21,181.6,181.6,20.59,11.34,,0,19,0,0,0,19,0,1/23/17 13:00,1/25/17 9:30,1.85,Difficulty locating the sea floor,
366,U1498,B,16 27.3716 N,147 10.1166 E,3284.7,260,260,82.82,31.85,,0,27,0,0,0,27,0,1/25/17 9:30,1/30/17 5:30,4.83,Deployed VIT to observe sea floor tag,
367,U1499,A,18 24.5698 N,115 51.5881 E,3760.19,659.2,659.2,417.05,63.27,,0,71,18,0,53,0,0,2/14/17 8:15,2/21/17 12:15,7.17,,
367,U1499,B,18 24.5705 N,115 51.5990 E,3758.09,1081.8,426.8,150.64,35.3,655,1,44,0,0,0,44,0,2/21/17 12:15,3/8/17 10:30,14.93,Bit and BHA in database are for coring,
367,U1500,A,18 18.2762  N,116 13.1916 E,3801.69,854.6,329.8,93.55,28.37,524.8,2,34,0,0,0,34,0,3/8/17 10:30,3/13/17 22:40,5.51,,
367,U1500,B,18 18.2707 N,116 13.1951 E,3801.61,1529,683,278.79,40.82,846,1,81,0,0,0,81,1,3/13/17 22:40,,,Reentry system to 842 mbsf,
368,U1501,A,18 53.0922 N,115 45.9483 E,2857.11,9.5,9.5,9.73,102.42,,0,1,1,0,0,0,0,4/15/17 0:30,4/15/17 16:25,0.66,Missed Mudline,
368,U1501,B,18 53.0922 N,115 45.9483 E,2852.11,9.5,9.5,9.83,103.47,,0,1,1,0,0,0,0,4/15/17 16:25,4/15/17 17:30,0.05,Missed Mudline,
368,U1501,C,18 53.0919 N,115 45.9485 E,2845.81,461.9,461.9,444.77,96.29,,0,62,17,22,23,0,0,4/15/17 17:30,4/19/17 6:15,3.53,,
368,U1501,D,18 53.0929 N,115 45.9370 E,2845.82,644.3,210.8,78.77,37.37,433.5,1,26,0,0,0,26,0,4/19/17 6:20,4/24/17 10:00,5.15,Drill down to ~440 mbsf,
368,U1502,A,18 27.8720 N,116 13.8381 E,3763.72,758.2,383.2,176.81,46.14,375,1,40,0,0,0,40,0,4/24/17 14:15,4/29/17 19:30,5.22,Camera down to observe S/F tag,
368,U1502,B,18 27.8798 N,116 13.8409 E,3763.58,920.8,193.1,131.57,68.14,727.7,1,36,0,0,0,36,0,4/29/17 19:30,5/13/17 20:50,14.06,Drill in casing to 723.7 mbsf,
368,U1503,A,18 8.6300 N,116 18.8456 E,3867.71,995.1,,,0,995.1,2,0,0,0,0,0,0,5/14/17 4:30,5/26/17 1:30,11.88,Casing set to 991.5 mbsf,
368,U1504,A,18 50.9199 N,116 14.5397 E,2816.57,165.5,165.5,52.93,31.98,,0,21,0,0,0,21,0,5/26/17 6:30,5/28/17 10:30,2.17,,
368,U1504,B,18 50.8213 N,116 14.5978 E,2842.97,200,111.8,21.48,19.21,88.2,1,19,0,0,0,19,0,6/3/17 20:00,6/7/17 4:00,3.33,,
368,U1505,A,18 55.0560 N,115 51.5369 E,2916.57,0.3,0.3,0.38,126.67,,0,1,1,0,0,0,0,5/28/17 13:45,5/29/17 4:00,0.59,Premature shear,
368,U1505,B,18 55.0562 N,115 51.5370 E,2918.57,3,3,3.23,107.67,,0,1,1,0,0,0,0,5/29/17 4:00,5/29/17 5:00,0.04,Mud line core only,
368,U1505,C,18 55.0570 N,115 51.5491 E,2917.37,480.2,480.2,480.15,99.99,,0,64,23,24,17,0,0,5/29/17 5:00,6/2/17 12:00,4.29,,
368,U1505,D,18 55.0458 N,115 51.5501 E,2917,184.5,184.5,191.43,103.76,,0,20,20,0,0,0,0,6/2/17 12:00,6/3/17 16:45,1.2,,
368X,U1503,A,18° 8.6300'N,116° 18.8456'E,3867.71,1710.1,715,175.73,24.58,995.1,2,87,0,0,0,87,0,5/14/17 4:30,12/6/18 15:45,571.47,Casing set to 991.5 mbsf,
369,U1512,A,34 01.6406  S,127 57.7605 E,3070.87,700.8,700.8,631.86,90.16,,0,73,0,0,0,73,0,10/6/17 21:30,10/14/17 14:55,7.73,Approved depth extended to 690 mbsf,
369,U1513,A,33 47.6084 S,112 29.1338 E,2789.19,292.5,292.5,170.6,58.32,,0,50,8,7,35,0,0,10/18/17 6:45,10/23/17 4:10,4.89,,
369,U1513,B,33 47.6087 S,112 29.1471 E,2787.22,98.6,98.6,102.06,103.51,,0,14,8,6,0,0,0,10/23/17 4:10,10/23/17 22:25,0.76,,
369,U1513,C,33 47.6190 S,112 29.1468 E,2788.32,17.1,17.1,17.37,101.58,,0,2,2,0,0,0,0,10/23/17 22:25,10/24/17 8:45,0.43,,
369,U1513,D,33 47.6196 S,112 29.1339 E,2788.92,757.4,662.4,437.05,65.98,95,1,74,0,0,0,74,0,10/24/17 8:45,11/1/17 17:30,8.36,,
369,U1513,E,33 47.6190 S,112 29.1204 E,2788.62,774,67.2,49.99,74.39,706.8,2,7,0,0,0,7,0,11/19/17 19:10,11/24/17 21:25,5.09,,
369,U1514,A,33 7.232  S,113 5.4672 E,3838.2,255.6,255.6,255.2,99.84,,0,31,19,5,7,0,0,11/2/17 0:00,11/4/17 12:15,2.51,,
369,U1514,B,33 7.2335 S,113 5.4798 E,3838.72,15.1,15.1,15.45,102.32,,0,2,2,0,0,0,0,11/4/17 12:15,11/5/17 1:30,0.55,,
369,U1514,C,33 7.2443 S,113 5.4799 E,3838.79,516.8,321.2,247.48,77.05,195.6,1,34,0,0,0,34,0,11/5/17 1:30,11/9/17 9:35,4.34,,
369,U1515,A,33 16.1890 S,114 19.3666 E,849.7,517.1,517.1,93.62,18.1,,0,55,0,0,0,55,0,11/9/17 16:00,11/13/17 5:50,3.58,,
369,U1516,A,34 20.9169 S,112 47.9553 E,2676.46,223.6,223.6,233.26,104.32,,0,29,20,9,0,0,0,11/13/17 17:48,11/15/17 9:25,1.65,,
369,U1516,B,34 20.9175 S,112 47.9684 E,2676.42,16.2,16.2,16.81,103.77,,0,2,2,0,0,0,0,11/15/17 9:25,11/15/17 19:45,0.43,,
369,U1516,C,34 20.9272 S,112 47.9711 E,2676.62,541.6,345.6,208.33,60.28,196,1,40,0,0,0,40,0,11/15/17 19:45,11/18/17 11:50,2.67,,
369,U1516,D,34 20.9277 S,112 47.9573 E,2676.62,477.6,19.6,18.55,94.64,458,1,4,0,0,0,4,0,11/18/17 11:50,11/19/17 14:55,1.13,,
371,U1506,A,28 39.7180 S,161 44.4240 E,1494.91,306.1,306.1,192.48,62.88,,0,36,0,0,0,36,0,8/3/17 9:48,8/5/17 19:35,2.41,,
371,U1507,A,26 29.3158 S,166 31.7039 E,3568.38,425.4,425.4,352.7,82.91,,0,46,26,0,20,0,0,8/6/17 12:25,8/9/17 23:40,3.47,,
371,U1507,B,26 29.3158 S,166 31.7155 E,3568.34,864.4,488.4,371.53,76.07,376,1,52,0,0,0,52,0,8/9/17 23:40,8/18/17 1:50,8.09,,
371,U1508,A,34 26.8902 S,171 20.6073 E,1608.69,210.3,210.3,201.13,95.64,,0,23,23,0,0,0,0,8/20/17 13:42,8/22/17 1:20,1.48,,
371,U1508,B,34 26.8975 S,171 20.5990 E,1608.61,503.4,316.7,133.29,42.09,186.7,1,37,0,0,0,37,0,8/22/17 1:20,8/24/17 3:20,2.08,,
371,U1508,C,34 26.8905 S,171 20.5889 E,1608.57,704.5,283.8,184.84,65.13,420.7,3,35,0,0,0,35,0,8/26/17 19:12,8/31/17 20:09,5.04,,
371,U1509,A,34 39.1312 S,165 49.6599 E,2910.92,690.7,690.7,462.84,67.01,,0,74,0,0,0,74,0,9/1/17 20:00,9/7/17 3:34,5.32,,
371,U1510,A,36 19.7385 S,164 33.5220 E,1238.22,483.4,483.4,255.85,52.93,,0,52,17,0,35,0,0,9/11/17 22:36,9/14/17 10:35,2.5,,
371,U1510,B,36 19.7392 S,164 33.5347 E,1238.39,66.3,66.3,64.66,97.53,,0,7,7,0,0,0,0,9/14/17 10:35,9/14/17 21:15,0.44,,
371,U1511,A,37 33.6665 S,160 18.9380 E,4846.67,26.6,26.6,7.86,29.55,,0,3,0,0,0,3,0,9/16/17 2:34,9/16/17 21:45,0.8,,
371,U1511,B,37 33.6656 S,160 18.9379 E,4846.63,566.2,431.4,279.16,64.71,134.8,2,45,0,0,0,45,0,9/17/17 14:45,9/22/17 5:30,4.61,,
372,U1517,A,38 49.7722 S,178 28.5574 E,725.42,205,,,0,205,1,0,0,0,0,0,0,12/15/17 12:30,12/17/17 5:40,1.72,,
372,U1517,B,38 49.7822 S,178 28.5632 E,720.31,9.4,9.4,9.4,100,,0,1,1,0,0,0,0,12/17/17 5:40,12/17/17 13:00,0.31,,
372,U1517,C,38 49.7820 S,178 28.5633 E,721.01,188.5,188.5,177.44,94.13,,0,36,6,30,0,0,0,12/17/17 13:00,12/19/17 0:30,1.48,,
372,U1517,D,38 49.7765 S,178 28.560 E,720.88,168.7,,,0,168.7,4,0,0,0,0,0,0,12/31/17 10:30,,,,
372,U1518,A,38 51.5368 S,178 53.7606 E,2636.41,117.8,,,0,117.8,1,0,0,0,0,0,0,12/19/17 3:30,12/20/17 3:00,0.98,,
372,U1518,B,38 51.5476 S,178 53.7621 E,2634.61,600,,,0,600,1,0,0,0,0,0,0,12/21/17 3:00,12/23/17 13:45,2.45,,
372,U1519,A,38 43.6372 S,178 36.8537 E,1000.7,650,,,0,650,1,0,0,0,0,0,0,12/23/17 16:30,12/25/17 20:30,2.17,,
372,U1520,A,38 58.1641 S,179 7.9357 E,3521.3,97.9,,,0,97.9,1,0,0,0,0,0,0,12/26/17 0:00,12/27/17 1:10,1.05,,
372,U1520,B,38 58.1587 S,179 7.9233 E,3520.11,750,,,0,750,1,0,0,0,0,0,0,12/28/17 23:45,12/31/17 6:54,2.3,,
374,U1521,A,75 41.0351 S,179 40.3108 W,562.18,650.1,650.1,411.5,63.3,,0,71,0,0,0,71,0,1/15/18 20:57,1/21/18 9:45,5.53,,
374,U1522,A,76 33.2262 S,174 45.4652 W,557.6,701.8,701.8,279.57,39.84,,0,76,0,0,0,76,0,1/21/18 17:54,1/28/18 0:11,6.26,,
374,U1523,A,74 09.0172 S,176 47.7067 W,828.02,46.3,46.3,33.51,72.38,,0,7,3,4,0,0,1,1/28/18 13:18,1/29/18 15:50,1.11,,
374,U1523,B,74 09.0179 S,176 47.6660 W,827.99,164.4,121.2,45.13,37.24,43.2,2,22,1,13,8,0,0,1/29/18 15:50,1/31/18 4:40,1.53,,
374,U1523,C,74 09.0288 S,176 47.6680 W,827.99,43.3,,,0,43.3,1,0,0,0,0,0,0,1/31/18 4:40,1/31/18 12:30,0.33,,
