Site/Hole   ,Latitude   ,Longitude   ,Water Depth (mbsl),No. of Cores,Interval Cored (m),Core Recovered (m),% Recovered,Drilled (m),Penetration (m),Comment,"<a href=""mailto:database@iodp.tamu.edu"">Data Librarian</a>."
 940A       , 5&deg; 8.592'N, 47&deg;31.728'W,            3191.4,27.0,248.6,209.12,84.1,0.0,248.6,,
 941A       , 5&deg;22.380'N, 48&deg; 1.728'W,            3380.9,19.0,177.7,122.85,69.1,0.0,177.9,,
 941B       , 5&deg;22.380'N, 48&deg; 1.728'W,            3377.5,12.0,85.1,96.15,113.0,0.0,85.1,,
 942A       , 5&deg;44.550'N, 49&deg; 5.448'W,            3346.3,20.0,177.6,152.6,85.9,0.0,177.6,,
 942B       , 5&deg;44.556'N, 49&deg; 5.460'W,            3345.7,8.0,74.0,56.91,76.9,0.0,74.0,,
 942C       , 5&deg;44.544'N, 49&deg; 5.460'W,            3348.8,5.0,42.3,44.03,104.1,0.0,71.5,,
 943A       , 5&deg;56.808'N, 47&deg;46.830'W,            3738.5,12.0,106.3,66.46,62.5,0.0,106.3,,
 944A       , 5&deg;56.334'N, 47&deg;45.468'W,            3701.3,41.0,384.2,208.01,54.1,0.0,384.2,,
 944B       , 5&deg;56.256'N, 47&deg;45.606'W,            3696.8,6.0,47.8,46.81,97.9,0.0,47.8,,
 944C       , 5&deg;56.412'N, 47&deg;45.336'W,            3710.5,1.0,9.6,9.6,100.0,0.0,9.6,,
 944D       , 5&deg;56.418'N, 47&deg;45.330'W,            3708.5,5.0,44.6,43.37,97.2,0.0,44.6,,
 945A       , 6&deg;57.018'N, 47&deg;55.728'W,            4136.1,8.0,75.5,74.75,99.0,0.0,75.5,,
 946A       , 6&deg;56.976'N, 47&deg;55.158'W,            4100.1,29.0,275.0,172.18,62.6,0.0,275.0,,
 947A       ,15&deg;31.473'N, 58&deg;44.872'W,            4880.4,0.0,0.0,0.0,           ,583.7,583.7,,
 948A       ,15&deg;31.555'N, 58&deg;43.935'W,            4929.3,0.0,0.0,0.0,           ,583.7,583.7,,
 948B       ,15&deg;31.464'N, 58&deg;43.932'W,            4938.0,1.0,4.0,3.71,       92.8,0.0,4.0,,
 948C       ,15&deg;31.566'N, 58&deg;43.932'W,            4931.5,19.0,180.7,171.46,       94.9,0.0,592.0,,
 948D       ,15&deg;31.458'N, 58&deg;43.904'W,            4938.0,0.0,0.0,0.0,           ,538.0,538.0,,
 949A       ,15&deg;32.214'N, 58&deg;42.858'W,            5009.2,1.0,3.0,2.95,98.3,0.0,3.0,,
 949B       ,15&deg;32.160'N, 58&deg;42.846'W,            5012.7,25.0,218.1,86.8,39.8,0.0,464.2,,
 949C       ,15&deg;32.214'N, 58&deg;42.852'W,            5004.7,7.0,62.8,2.18,3.5,0.0,463.8,,
 950A       ,31&deg; 9.011'N, 25&deg;36.004'W,            5437.8,41.0,381.3,339.14,88.9,0.0,381.3,,
 951A       ,32&deg; 1.896'N, 24&deg;52.230'W,            5436.8,28.0,256.6,251.52,98.0,0.0,256.6,,
 951B       ,32&deg; 1.890'N, 24&deg;52.236'W,            5436.8,10.0,96.6,84.53,87.5,0.0,351.6,,
 952A       ,30&deg;47.448'N, 24&deg;30.570'W,            5431.8,45.0,425.9,415.18,97.5,0.0,425.9,,
 953A       ,28&deg;39.023'N, 15&deg; 8.681'W,            3577.8,21.0,192.6,197.69,102.6,0.0,192.6,,
 953B       ,28&deg;39.015'N, 15&deg; 8.680'W,            3577.8,1.0,9.6,7.46,77.7,0.0,197.7,,
 953C       ,28&deg;39.014'N, 15&deg; 8.671'W,            3577.8,102.0,971.7,556.24,57.2,0.0,1158.7,,
 954A       ,28&deg;26.197'N, 15&deg;31.928'W,            3485.2,12.0,83.8,80.4,95.9,0.0,83.8,,
 954B       ,28&deg;26.191'N, 15&deg;31.921'W,            3485.2,39.0,365.8,165.56,45.3,0.0,446.0,,
 955A       ,27&deg;19.548'N, 15&deg;13.848'W,            2854.1,63.0,599.4,534.08,89.1,0.0,599.4,,
 956A       ,27&deg;36.905'N, 16&deg; 9.797'W,            3441.9,18.0,161.6,160.48,99.3,0.0,161.6,,
 956B       ,27&deg;36.895'N, 16&deg; 9.797'W,            3441.9,57.0,546.4,297.2,54.4,0.0,703.5,,
 957A       ,26&deg; 8.196'N, 44&deg;49.548'W,            3653.0,3.0,15.0,0.25,        1.7,0.0,15.0,,
 957B       ,26&deg; 8.196'N, 44&deg;49.548'W,            3655.0,5.0,29.6,1.66,        5.6,0.0,29.6,,
 957C       ,26&deg; 8.232'N, 44&deg;49.548'W,            3548.0,13.0,49.2,21.69,       44.1,0.0,49.2,,
 957D       ,26&deg; 8.220'N, 44&deg;49.566'W,            3649.0,1.0,29.4,0.0,        0.0,0.0,29.4,,
 957E       ,26&deg; 8.220'N, 44&deg;49.566'W,            3646.0,18.0,94.2,4.03,        4.3,0.0,125.7,,
 957F       ,26&deg; 8.220'N, 44&deg;49.566'W,            3649.0,2.0,9.0,0.95,       10.6,0.0,10.0,,
 957G       ,26&deg; 8.220'N, 44&deg;49.548'W,            3646.0,3.0,13.0,1.12,        8.6,0.0,25.0,,
 957H       ,26&deg; 8.196'N, 44&deg;49.548'W,            3655.0,9.0,45.8,5.01,       10.9,0.0,54.5,,
 957I       ,26&deg; 8.232'N, 44&deg;49.584'W,            3645.0,1.0,4.5,0.77,       17.1,0.0,13.5,,
 957J       ,26&deg; 8.232'N, 44&deg;49.584'W,            3647.0,1.0,9.0,0.08,        0.9,0.0,9.0,,
 957K       ,26&deg; 8.232'N, 44&deg;49.584'W,            3644.0,3.0,20.0,0.99,        4.9,0.0,20.0,,
 957L       ,26&deg; 8.220'N, 44&deg;49.566'W,            3645.0,1.0,66.6,0.0,        0.0,0.0,66.6,,
 957M       ,26&deg; 8.220'N, 44&deg;49.584'W,            3648.0,10.0,51.2,6.95,       13.6,0.0,51.2,,
 957N       ,26&deg; 8.196'N, 44&deg;49.548'W,            3652.0,0.0,0.0,0.0,           ,0.0,42.2,,
 957O       ,26&deg; 8.232'N, 44&deg;49.548'W,            3649.0,4.0,20.5,1.27,        6.2,0.0,20.5,,
 957P       ,26&deg; 8.232'N, 44&deg;49.548'W,            3649.0,12.0,59.4,4.62,        7.8,0.0,59.4,,
 957Q       ,26&deg; 8.196'N, 44&deg;49.566'W,            3657.0,2.0,14.5,5.91,       40.8,0.0,14.5,,
 959A       , 3&deg;37.659'N,  2&deg;44.112'W,            2090.7,52.0,480.7,456.2,94.9,0.0,480.7,,
 959B       , 3&deg;37.657'N,  2&deg;44.135'W,            2091.2,20.0,184.4,192.53,104.4,0.0,184.4,,
 959C       , 3&deg;37.669'N,  2&deg;44.116'W,            2091.7,20.0,179.6,187.34,104.3,0.0,179.6,,
 959D       , 3&deg;37.656'N,  2&deg;44.149'W,            2090.7,78.0,741.1,429.03,57.9,0.0,1158.9,,
 960A       , 3&deg;34.983'N,  2&deg;44.016'W,            2048.3,61.0,451.2,145.01,32.1,0.0,451.2,,
 960B       , 3&deg;35.016'N,  2&deg;43.986'W,            2034.0,1.0,7.1,7.15,100.7,0.0,7.1,,
 960C       , 3&deg;35.033'N,  2&deg;43.990'W,            2034.9,26.0,230.3,160.67,69.8,0.0,352.8,,
 961A       , 3&deg;26.542'N,  3&deg; 3.513'W,            3292.0,35.0,308.7,60.42,19.6,0.0,308.7,,
 961B       , 3&deg;26.556'N,  3&deg; 3.560'W,            3292.0,19.0,134.8,56.74,42.1,0.0,374.6,,
 962A       , 3&deg;15.077'N,  3&deg;10.921'W,            4637.2,1.0,3.7,3.71,100.3,0.0,3.7,,
 962B       , 3&deg;15.063'N,  3&deg;10.919'W,            4637.3,13.0,100.0,85.6,85.6,0.0,100.0,,
 962C       , 3&deg;15.057'N,  3&deg;10.943'W,            4627.6,4.0,40.4,0.58,1.4,0.0,102.4,,
 962D       , 3&deg;15.082'N,  3&deg;10.898'W,            4645.3,37.0,316.4,92.76,29.3,0.0,393.5,,
 963A       ,37&deg; 1.938'N, 13&deg;10.896'E,             470.5,25.0,199.4,203.07,101.8,0.0,199.4,,
 963B       ,37&deg; 2.004'N, 13&deg;10.830'E,             470.0,24.0,207.0,206.19,99.6,0.0,207.0,,
 963C       ,37&deg; 2.076'N, 13&deg;10.758'E,             469.0,6.0,57.0,57.93,101.6,0.0,57.0,,
 963D       ,37&deg; 2.148'N, 13&deg;10.686'E,             469.1,1.0,8.4,8.39,99.9,0.0,8.4,,
 964A       ,36&deg;15.623'N, 17&deg;44.990'E,            3657.7,11.0,101.8,106.12,104.2,0.0,101.8,,
 964B       ,36&deg;15.623'N, 17&deg;45.000'E,            3658.3,11.0,102.0,105.26,103.2,0.0,102.0,,
 964C       ,36&deg;15.627'N, 17&deg;45.007'E,            3660.3,12.0,105.1,106.48,101.3,0.0,105.1,,
 964D       ,36&deg;15.632'N, 17&deg;45.000'E,            3660.3,12.0,108.6,112.2,103.3,0.0,108.6,,
 964E       ,36&deg;15.647'N, 17&deg;44.999'E,            3660.9,6.0,53.0,54.32,102.5,0.0,85.5,,
 964F       ,36&deg;15.638'N, 17&deg;45.025'E,            3657.3,3.0,28.1,27.94,99.4,0.0,28.1,,
 965A       ,33&deg;55.080'N, 32&deg;42.785'E,            1506.6,27.0,250.4,42.79,17.1,0.0,250.4,,
 966A       ,33&deg;47.799'N, 32&deg;42.095'E,             926.6,13.0,106.8,73.21,68.5,0.0,106.8,,
 966B       ,33&deg;47.765'N, 32&deg;42.090'E,             926.6,16.0,146.0,96.5,66.1,0.0,146.0,,
 966C       ,33&deg;47.779'N, 32&deg;42.089'E,             925.9,17.0,127.0,101.6,80.0,0.0,127.0,,
 966D       ,33&deg;47.790'N, 32&deg;42.048'E,             926.3,20.0,136.5,105.94,77.6,0.0,136.5,,
 966E       ,33&deg;47.800'N, 32&deg;42.048'E,             926.3,1.0,8.5,8.48,99.8,0.0,8.5,,
 966F       ,33&deg;47.858'N, 32&deg;42.093'E,             922.9,31.0,297.0,65.86,22.2,0.0,356.0,,
 967A       ,34&deg; 4.098'N, 32&deg;43.523'E,            2553.0,16.0,141.3,142.14,100.6,0.0,141.3,,
 967B       ,34&deg; 4.094'N, 32&deg;43.526'E,            2555.0,14.0,121.5,126.61,104.2,0.0,121.5,,
 967C       ,34&deg; 4.270'N, 32&deg;43.528'E,            2552.8,13.0,114.4,119.55,104.5,0.0,114.4,,
 967D       ,34&deg; 4.253'N, 32&deg;43.531'E,            2551.6,2.0,16.2,16.89,104.3,0.0,16.2,,
 967E       ,34&deg; 4.106'N, 32&deg;43.525'E,            2552.7,51.0,488.4,72.32,14.8,0.0,600.3,,
 967F       ,34&deg; 4.250'N, 32&deg;43.530'E,            2551.6,1.0,9.5,9.87,103.9,0.0,9.5,,
 968A       ,34&deg;19.900'N, 32&deg;45.065'E,            1961.0,34.0,302.7,241.53,79.8,0.0,302.7,,
 968B       ,34&deg;19.919'N, 32&deg;45.070'E,            1962.6,2.0,14.9,15.45,103.7,0.0,14.9,,
 968C       ,34&deg;19.976'N, 32&deg;45.211'E,            1964.1,2.0,15.4,15.75,102.3,0.0,15.4,,
 969A       ,33&deg;50.399'N, 24&deg;53.065'E,            2200.3,13.0,108.3,111.42,102.9,0.0,108.3,,
 969B       ,33&deg;50.469'N, 24&deg;52.978'E,            2202.1,11.0,97.9,100.16,102.3,0.0,97.9,,
 969C       ,33&deg;50.323'N, 24&deg;53.005'E,            2195.5,1.0,9.5,9.98,105.1,0.0,9.5,,
 969D       ,33&deg;50.319'N, 24&deg;53.000'E,            2192.1,13.0,116.2,118.54,102.0,0.0,116.2,,
 969E       ,33&deg;50.462'N, 24&deg;52.981'E,            2201.1,11.0,97.9,100.23,102.4,0.0,97.9,,
 969F       ,33&deg;50.475'N, 24&deg;52.962'E,            2198.5,2.0,19.0,19.46,102.4,0.0,19.0,,
 970A       ,33&deg;44.194'N, 24&deg;48.120'E,            2075.5,22.0,201.4,50.47,25.1,0.0,201.4,,
 970B       ,33&deg;44.214'N, 24&deg;48.694'E,            2078.6,5.0,47.5,48.68,102.5,0.0,47.5,,
 970C       ,33&deg;44.134'N, 24&deg;47.457'E,            2036.9,5.0,35.6,16.97,47.7,0.0,35.6,,
 970D       ,33&deg;44.042'N, 24&deg;46.613'E,            1953.3,5.0,42.8,44.19,103.2,0.0,42.8,,
 971A       ,33&deg;42.190'N, 24&deg;42.814'E,            2026.1,12.0,105.9,58.75,55.5,0.0,105.9,,
 971B       ,33&deg;42.817'N, 24&deg;42.108'E,            2140.9,22.0,203.5,64.19,31.5,0.0,203.5,,
 971C       ,33&deg;42.818'N, 24&deg;42.108'E,            2140.9,2.0,16.7,17.25,103.3,0.0,16.7,,
 971D       ,33&deg;43.437'N, 24&deg;41.276'E,            1933.1,5.0,46.0,47.5,103.3,0.0,46.0,,
 971E       ,33&deg;43.621'N, 24&deg;40.839'E,            1943.6,3.0,28.5,29.52,103.6,0.0,28.5,,
 972A       ,35&deg;46.797'N, 18&deg;43.515'E,            3930.6,10.0,95.4,93.54,       98.1,0.0,95.4,,
 972B       ,35&deg;46.802'N, 18&deg;43.524'E,            3930.6,0.0,0.0,0.0,           ,60.1,60.1,,
 973A       ,35&deg;46.820'N, 18&deg;56.889'E,            3695.0,17.0,148.5,86.78,58.4,0.0,148.5,,
 973B       ,35&deg;46.813'N, 18&deg;56.889'E,            3698.5,1.0,9.5,9.62,101.3,0.0,9.5,,
 973C       ,35&deg;46.822'N, 18&deg;56.889'E,            3695.4,1.0,9.5,9.73,102.4,0.0,9.5,,
 973D       ,35&deg;46.821'N, 18&deg;56.892'E,            3694.0,9.0,75.0,64.13,85.5,0.0,152.6,,
 973E       ,35&deg;46.822'N, 18&deg;56.881'E,            3693.8,2.0,19.0,19.81,104.3,0.0,32.0,,
 974A       ,40&deg;21.364'N, 12&deg; 8.506'E,            3458.8,1.0,9.5,9.81,103.3,0.0,14.5,,
 974B       ,40&deg;21.362'N, 12&deg; 8.515'E,            3453.9,22.0,203.7,208.23,102.2,0.0,203.7,,
 974C       ,40&deg;21.348'N, 12&deg; 8.534'E,            3453.3,22.0,204.5,199.85,97.7,0.0,204.5,,
 974D       ,40&deg;21.357'N, 12&deg; 8.529'E,            3454.0,18.0,163.0,170.49,104.6,0.0,163.0,,
 975A       ,38&deg;53.795'N,  4&deg;30.587'E,            2416.7,1.0,9.5,9.92,104.4,0.0,9.5,,
 975B       ,38&deg;53.786'N,  4&deg;30.596'E,            2415.5,34.0,317.1,298.98,94.3,0.0,317.1,,
 975C       ,38&deg;53.795'N,  4&deg;30.596'E,            2415.1,34.0,313.7,307.66,98.1,0.0,313.7,,
 975D       ,38&deg;53.805'N,  4&deg;30.605'E,            2415.1,16.0,149.9,157.03,104.8,0.0,149.9,,
 976A       ,36&deg;12.318'N,  4&deg;18.800'W,            1107.5,1.0,5.9,5.92,100.3,0.0,5.9,,
 976B       ,36&deg;12.313'N,  4&deg;18.763'W,            1108.0,106.0,928.7,535.54,57.7,0.0,928.7,,
 976C       ,36&deg;12.313'N,  4&deg;18.735'W,            1108.2,40.0,379.7,340.16,89.6,0.0,379.7,,
 976D       ,36&deg;12.330'N,  4&deg;18.744'W,            1107.6,4.0,30.0,30.79,102.6,0.0,30.0,,
 976E       ,36&deg;12.323'N,  4&deg;18.744'W,            1107.6,28.0,192.5,64.85,33.7,0.0,736.3,,
 977A       ,36&deg; 1.907'N,  1&deg;57.319'W,            1984.0,63.0,598.5,545.49,91.1,0.0,598.5,,
 978A       ,36&deg;13.867'N,  2&deg; 3.424'W,            1929.4,53.0,504.2,406.66,80.7,0.0,698.0,,
 979A       ,35&deg;43.427'N,  3&deg;12.353'W,            1062.1,62.0,580.9,583.14,100.4,0.0,580.9,,
 907B       ,69&deg;14.982'N, 12&deg;41.898'W,            1802.0,23.0,211.7,219.56,103.7,0.0,211.7,,
 907C       ,69&deg;13.998'N, 12&deg;41.898'W,            1801.0,23.0,215.1,220.23,102.4,0.0,215.1,,
 980A       ,55&deg;29.087'N, 14&deg;42.134'W,            2172.2,12.0,113.9,117.62,103.3,0.0,113.9,,
 980B       ,55&deg;29.094'N, 14&deg;42.137'W,            2168.4,13.0,118.2,122.48,103.6,0.0,118.2,,
 980C       ,55&deg;29.103'N, 14&deg;42.128'W,            2168.0,14.0,121.6,126.61,104.1,0.0,121.6,,
 981A       ,55&deg;28.631'N, 14&deg;39.052'W,            2173.1,34.0,320.0,327.51,102.3,0.0,320.0,,
 981B       ,55&deg;28.642'N, 14&deg;39.049'W,            2173.1,24.0,220.9,227.29,102.9,0.0,220.9,,
 981C       ,55&deg;28.646'N, 14&deg;39.045'W,            2171.8,30.0,281.2,293.81,104.5,0.0,281.2,,
 982A       ,57&deg;30.992'N, 15&deg;52.001'W,            1135.3,27.0,248.7,253.23,101.8,0.0,248.7,,
 982B       ,57&deg;31.002'N, 15&deg;51.993'W,            1134.0,65.0,614.9,488.5,79.4,0.0,614.9,,
 982C       ,57&deg;31.009'N, 15&deg;51.992'W,            1133.7,27.0,250.8,256.49,102.3,0.0,250.8,,
 982D       ,57&deg;31.009'N, 15&deg;51.992'W,            1133.7,1.0,9.5,9.78,102.9,0.0,29.5,,
 983A       ,60&deg;24.200'N, 23&deg;38.437'W,            1983.0,27.0,254.4,264.42,103.9,0.0,254.4,,
 983B       ,60&deg;24.210'N, 23&deg;38.437'W,            1982.7,27.0,251.7,261.83,104.0,0.0,251.7,,
 983C       ,60&deg;24.218'N, 23&deg;38.443'W,            1985.0,28.0,260.4,271.75,104.4,0.0,260.4,,
 984A       ,61&deg;25.507'N, 24&deg; 4.939'W,            1649.3,19.0,176.1,180.16,102.3,0.0,176.1,,
 984B       ,61&deg;25.517'N, 24&deg; 4.949'W,            1647.8,53.0,503.7,458.26,91.0,0.0,503.7,,
 984C       ,61&deg;25.524'N, 24&deg; 4.951'W,            1648.5,31.0,290.4,296.0,101.9,0.0,290.4,,
 984D       ,61&deg;25.528'N, 24&deg; 4.957'W,            1647.9,12.0,112.9,115.22,102.1,0.0,270.7,,
 985A       ,66&deg;56.490'N,  6&deg;27.012'W,            2787.6,62.0,587.9,553.42,94.1,0.0,587.9,,
 985B       ,66&deg;56.498'N,  6&deg;27.001'W,            2787.8,14.0,126.9,129.44,102.0,0.0,126.9,,
 986A       ,77&deg;20.438'N,  9&deg; 4.661'E,            2051.5,24.0,206.0,181.3,88.0,0.0,206.0,,
 986B       ,77&deg;20.431'N,  9&deg; 4.664'E,            2053.1,2.0,15.5,15.1,97.4,0.0,15.5,,
 986C       ,77&deg;20.431'N,  9&deg; 4.664'E,            2051.5,44.0,408.0,229.78,56.3,0.0,408.0,,
 986D       ,77&deg;20.408'N,  9&deg; 4.654'E,            2051.5,60.0,576.8,241.56,41.9,0.0,964.6,,
 987A       ,70&deg;29.796'N, 17&deg;56.243'W,            1671.6,22.0,199.3,173.01,86.8,0.0,199.3,,
 987B       ,70&deg;29.798'N, 17&deg;56.216'W,            1671.9,11.0,99.2,74.18,74.8,0.0,99.2,,
 987C       ,70&deg;29.787'N, 17&deg;56.188'W,            1670.5,5.0,43.6,44.91,103.0,0.0,43.6,,
 987D       ,70&deg;29.798'N, 17&deg;56.178'W,            1672.8,42.0,373.0,268.46,72.0,0.0,373.0,,
 987E       ,70&deg;29.787'N, 17&deg;56.188'W,            1672.7,52.0,496.1,308.82,62.2,0.0,859.4,,
 988A       ,65&deg;42.255'N, 34&deg;52.262'W,             262.6,5.0,32.0,9.59,30.0,0.0,32.0,,
 989A       ,63&deg;31.355'N, 39&deg;54.113'W,             459.5,3.0,21.4,16.02,74.9,0.0,21.4,,
 989B       ,63&deg;31.355'N, 39&deg;54.110'W,             459.5,14.0,80.2,73.96,92.2,0.0,84.2,,
 990A       ,63&deg;28.372'N, 39&deg;46.808'W,             541.5,24.0,180.7,105.01,58.1,0.0,342.7,,
 991A       ,32&deg;59.018'N, 75&deg;55.801'W,            2567.5,6.0,56.6,58.56,103.5,0.0,56.6,,
 991B       ,32&deg;59.018'N, 75&deg;55.796'W,            2567.5,2.0,2.0,1.04,52.0,0.0,51.0,,
 992A       ,32&deg;58.542'N, 75&deg;54.961'W,            2586.9,6.0,50.3,52.62,104.6,0.0,50.3,,
 993A       ,32&deg;57.779'N, 75&deg;53.685'W,            2641.8,6.0,51.9,45.7,88.1,0.0,51.9,,
 994A       ,31&deg;47.141'N, 75&deg;32.751'W,            2797.6,4.0,36.4,37.29,102.4,0.0,36.4,,
 994B       ,31&deg;47.139'N, 75&deg;32.740'W,            2797.6,1.0,6.9,6.94,100.6,0.0,6.9,,
 994C       ,31&deg;47.139'N, 75&deg;32.753'W,            2799.1,84.0,703.5,501.47,71.3,0.0,703.5,,
 994D       ,31&deg;47.142'N, 75&deg;32.750'W,            2799.1,9.0,86.2,69.43,80.5,0.0,415.0,,
 995A       ,31&deg;48.210'N, 75&deg;31.343'W,            2778.5,83.0,704.5,478.71,68.0,0.0,704.5,,
 995B       ,31&deg;48.217'N, 75&deg;31.336'W,            2776.9,14.0,104.4,61.27,58.7,0.0,456.3,,
 996A       ,32&deg;29.633'N, 76&deg;11.454'W,            2169.6,9.0,63.0,17.28,27.4,0.0,63.0,,
 996B       ,32&deg;29.634'N, 76&deg;11.455'W,            2172.7,1.0,3.4,3.4,100.0,0.0,3.4,,
 996C       ,32&deg;29.638'N, 76&deg;11.455'W,            2170.7,2.0,2.6,2.61,100.4,0.0,2.6,,
 996D       ,32&deg;29.634'N, 76&deg;11.478'W,            2169.6,7.0,52.2,15.58,29.8,0.0,52.2,,
 996E       ,32&deg;29.632'N, 76&deg;11.428'W,            2170.0,8.0,62.3,44.49,71.4,0.0,62.3,,
 997A       ,31&deg;50.588'N, 75&deg;28.118'W,            2770.1,55.0,434.3,342.66,78.9,0.0,434.3,,
 997B       ,31&deg;50.598'N, 75&deg;28.110'W,            2770.1,47.0,364.6,242.75,66.6,0.0,750.0,,
 998A       ,19&deg;29.377'N, 82&deg;56.166'W,            3179.9,67.0,637.6,440.88,69.1,0.0,637.6,,
 998B       ,19&deg;29.387'N, 82&deg;56.160'W,            3179.8,37.0,346.5,287.88,83.1,0.0,904.8,,
 999A       ,12&deg;44.639'N, 78&deg;44.360'W,            2827.9,61.0,566.1,534.83,94.5,0.0,566.1,,
 999B       ,12&deg;44.597'N, 78&deg;44.418'W,            2827.8,63.0,523.0,398.0,76.1,543.4,1066.4,,
1000A       ,16&deg;33.223'N, 79&deg;52.044'W,             915.9,59.0,553.2,538.28,97.3,0.0,553.2,,
1000B       ,16&deg;33.219'N, 79&deg;52.046'W,             915.8,22.0,211.4,142.15,67.2,0.0,695.9,,
1001A       ,15&deg;45.427'N, 74&deg;54.627'W,            3259.6,56.0,522.8,286.24,54.8,0.0,522.8,,
1001B       ,15&deg;45.418'N, 74&deg;54.626'W,            3259.4,32.0,301.2,201.1,66.8,0.0,488.3,,
1002A       ,10&deg;42.366'N, 65&deg;10.179'W,             892.7,1.0,9.5,9.77,102.8,0.0,9.5,,
1002B       ,10&deg;42.366'N, 65&deg;10.179'W,             892.7,1.0,6.2,6.24,100.6,0.0,6.2,,
1002C       ,10&deg;42.368'N, 65&deg;10.166'W,             892.6,19.0,170.1,186.0,109.3,0.0,170.1,,
1002D       ,10&deg;42.368'N, 65&deg;10.161'W,             893.2,18.0,166.8,162.29,97.3,0.0,166.8,,
1002E       ,10&deg;42.364'N, 65&deg;10.155'W,             893.1,18.0,164.0,164.96,100.6,0.0,164.0,,
1003A       ,24&deg;32.748'N, 79&deg;15.642'W,             481.4,27.0,245.7,129.12,       52.6,0.0,245.7,,
1003B       ,24&deg;32.760'N, 79&deg;15.648'W,             483.3,57.0,541.6,187.44,       34.6,0.0,541.6,,
1003C       ,24&deg;32.766'N, 79&deg;15.648'W,             483.3,88.0,845.8,378.06,       44.7,0.0,1300.0,,
1003D       ,24&deg;32.758'N, 79&deg;15.643'W,             494.5,0.0,0.0,0.0,           ,1052.7,1052.7,,
1004A       ,24&deg;33.282'N, 79&deg;14.952'W,             418.9,23.0,200.0,117.49,58.7,0.0,200.0,,
1005A       ,24&deg;33.774'N, 79&deg;14.142'W,             350.7,53.0,462.4,149.58,32.3,0.0,462.4,,
1005B       ,24&deg;33.768'N, 79&deg;14.142'W,             351.7,9.0,61.7,49.45,80.1,0.0,61.7,,
1005C       ,24&deg;33.756'N, 79&deg;14.142'W,             351.6,34.0,313.4,107.1,34.2,0.0,700.0,,
1006A       ,24&deg;23.988'N, 79&deg;27.540'W,             657.9,77.0,717.3,646.93,90.2,0.0,717.3,,
1006B       ,24&deg;23.988'N, 79&deg;27.552'W,             657.5,19.0,176.5,182.72,103.5,0.0,176.5,,
1006C       ,24&deg;23.994'N, 79&deg;27.558'W,             658.4,1.0,6.6,6.55,99.2,0.0,6.6,,
1006D       ,24&deg;23.994'N, 79&deg;27.558'W,             657.4,1.0,7.6,7.6,100.0,0.0,7.6,,
1007A       ,24&deg;30.264'N, 79&deg;19.338'W,             650.3,1.0,6.6,6.65,100.8,0.0,6.6,,
1007B       ,24&deg;30.264'N, 79&deg;19.338'W,             647.4,41.0,375.7,198.42,52.8,0.0,377.7,,
1007C       ,24&deg;30.252'N, 79&deg;19.350'W,             647.3,97.0,933.4,503.27,53.9,0.0,1235.4,,
1008A       ,23&deg;36.642'N, 79&deg; 5.010'W,             437.1,16.0,134.5,89.09,66.2,0.0,134.5,,
1009A       ,23&deg;36.840'N, 79&deg; 3.000'W,             307.9,28.0,226.1,179.2,79.3,0.0,226.1,,
1010A       ,29&deg;57.900'N,118&deg; 6.047'W,            3464.5,1.0,9.2,9.15,99.5,0.0,9.2,,
1010B       ,29&deg;57.905'N,118&deg; 6.044'W,            3465.5,3.0,23.2,23.71,102.2,0.0,23.2,,
1010C       ,29&deg;57.905'N,118&deg; 6.047'W,            3465.7,24.0,213.9,192.94,90.2,0.0,213.9,,
1010D       ,29&deg;57.901'N,118&deg; 6.039'W,            3466.7,6.0,51.5,54.47,105.8,0.0,51.5,,
1010E       ,29&deg;57.905'N,118&deg; 6.032'W,            3464.7,19.0,180.2,185.23,102.8,0.0,180.2,,
1010F       ,29&deg;57.896'N,118&deg; 6.034'W,            3465.4,6.0,55.7,56.76,101.9,0.0,55.7,,
1011A       ,31&deg;16.824'N,117&deg;37.980'W,            2021.6,1.0,9.5,9.84,103.6,0.0,11.4,,
1011B       ,31&deg;16.818'N,117&deg;37.980'W,            2021.6,31.0,281.5,271.05,96.3,0.0,281.5,,
1011C       ,31&deg;16.818'N,117&deg;37.980'W,            2022.3,20.0,184.3,189.97,103.1,0.0,184.3,,
1011D       ,31&deg;16.818'N,117&deg;37.980'W,            2020.2,2.0,16.9,17.24,102.0,0.0,16.9,,
1011E       ,31&deg;16.824'N,117&deg;30.960'W,            2019.9,16.0,142.3,148.52,104.4,0.0,142.3,,
1012A       ,32&deg;16.968'N,118&deg;22.980'W,            1773.3,30.0,273.5,269.74,98.6,0.0,273.5,,
1012B       ,32&deg;16.956'N,118&deg;22.980'W,            1771.7,14.0,132.3,131.26,99.2,0.0,132.3,,
1012C       ,32&deg;16.968'N,118&deg;23.040'W,            1771.9,9.0,82.6,86.89,105.2,0.0,82.6,,
1013A       ,32&deg;48.042'N,118&deg;53.880'W,            1564.4,16.0,146.1,137.1,93.8,0.0,146.1,,
1013B       ,32&deg;48.060'N,118&deg;53.880'W,            1563.4,11.0,103.8,107.97,104.0,0.0,103.8,,
1013C       ,32&deg;48.060'N,118&deg;53.880'W,            1564.8,8.0,72.2,73.96,102.4,0.0,72.2,,
1014A       ,32&deg;49.992'N,119&deg;58.860'W,            1164.8,50.0,449.0,404.35,90.1,0.0,449.0,,
1014B       ,32&deg;50.046'N,119&deg;58.860'W,            1166.7,27.0,245.0,224.69,91.7,0.0,245.0,,
