leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth (m),sample depth (m),percent total carbon,percent organic carbon,percent calcium carbonate (CaCO3),method code,data source code
7,63,,7,6,20.0,20.0,534.0,541.7,11.3,0.0,94.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,8,1,90.0,90.0,543.0,543.9,10.9,0.0,91.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,8,2,28.0,28.0,543.0,544.78,10.7,0.0,89.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,8,3,21.0,21.0,543.0,546.21,10.2,0.0,85.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,9,1,21.0,21.0,553.0,553.21,11.0,0.0,91.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,9,1,21.0,21.0,553.0,553.21,11.3,0.1,93.8,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,9,2,20.0,20.0,553.0,554.7,11.0,0.0,91.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,9,3,20.0,20.0,553.0,556.2,11.1,0.1,91.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,9,4,58.0,58.0,553.0,558.08,10.7,0.0,89.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,1,21.0,21.0,0.0,0.21,0.7,0.2,3.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,2,16.0,16.0,0.0,1.66,1.1,0.2,7.7,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,2,21.0,21.0,0.0,1.71,1.1,0.2,8.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,3,21.0,21.0,0.0,3.21,1.4,0.1,10.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,4,20.0,20.0,0.0,4.7,2.0,,,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,4,21.0,21.0,0.0,4.71,1.7,0.2,12.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,5,21.0,21.0,0.0,6.21,1.1,0.1,8.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,6,30.0,30.0,0.0,7.8,1.6,0.4,10.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,2,20.0,20.0,61.0,62.7,9.1,0.1,75.1,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,2,21.0,21.0,61.0,62.71,8.0,0.0,67.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,3,21.0,21.0,61.0,64.21,9.7,0.0,81.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,4,21.0,21.0,61.0,65.71,9.6,0.0,79.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,5,21.0,21.0,61.0,67.21,9.7,0.0,81.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,6,21.0,21.0,61.0,68.71,7.5,0.2,61.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,3,1,60.0,60.0,137.0,137.6,10.2,0.1,84.4,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,3,1,61.0,61.0,137.0,137.61,8.6,0.0,72.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,3,2,21.0,21.0,137.0,138.71,7.7,0.0,64.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,3,3,21.0,21.0,137.0,140.21,9.5,0.0,79.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,3,4,21.0,21.0,137.0,141.71,6.8,0.0,56.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,4,1,20.0,20.0,230.0,230.2,10.8,0.1,89.6,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,4,1,21.0,21.0,230.0,230.21,9.2,0.0,76.4,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,4,2,21.0,21.0,230.0,231.71,9.3,0.0,77.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,5,1,35.0,35.0,352.0,352.35,10.8,0.1,89.3,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,5,1,36.0,36.0,352.0,352.36,9.2,0.0,76.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,5,2,21.0,21.0,352.0,353.71,9.7,0.0,80.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,1,26.0,26.0,458.0,458.26,10.6,0.0,88.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,1,40.0,40.0,458.0,458.4,11.6,0.1,95.8,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,2,21.0,21.0,458.0,459.71,10.9,0.0,90.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,2,21.0,21.0,458.0,459.71,11.8,0.1,97.9,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,3,26.0,26.0,458.0,461.26,10.8,0.0,90.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,4,23.0,23.0,458.0,462.73,11.3,0.0,94.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,5,23.0,23.0,458.0,464.23,10.8,0.0,90.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,6,20.0,20.0,458.0,465.7,11.7,0.0,97.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,1,25.0,25.0,534.0,534.25,10.5,0.0,87.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,2,20.0,20.0,534.0,535.7,10.9,0.2,89.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,3,20.0,20.0,534.0,537.2,10.4,0.0,86.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,4,25.0,25.0,534.0,538.75,10.5,0.0,87.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,5,20.0,20.0,534.0,540.2,10.6,0.0,88.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,6,20.0,20.0,534.0,541.7,11.3,0.0,94.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,8,1,90.0,90.0,543.0,543.9,10.9,0.0,91.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,8,2,28.0,28.0,543.0,544.78,10.7,0.0,89.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,8,3,21.0,21.0,543.0,546.21,10.2,0.0,85.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,9,1,21.0,21.0,553.0,553.21,11.0,0.0,91.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,9,1,21.0,21.0,553.0,553.21,11.3,0.1,93.8,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,9,2,20.0,20.0,553.0,554.7,11.0,0.0,91.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,9,3,20.0,20.0,553.0,556.2,11.1,0.1,91.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,9,4,58.0,58.0,553.0,558.08,10.7,0.0,89.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,1,21.0,21.0,0.0,0.21,0.7,0.2,3.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,2,16.0,16.0,0.0,1.66,1.1,0.2,7.7,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,2,21.0,21.0,0.0,1.71,1.1,0.2,8.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,3,21.0,21.0,0.0,3.21,1.4,0.1,10.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,4,20.0,20.0,0.0,4.7,2.0,,,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,4,21.0,21.0,0.0,4.71,1.7,0.2,12.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,5,21.0,21.0,0.0,6.21,1.1,0.1,8.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,6,30.0,30.0,0.0,7.8,1.6,0.4,10.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,2,20.0,20.0,61.0,62.7,9.1,0.1,75.1,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,2,21.0,21.0,61.0,62.71,8.0,0.0,67.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,3,21.0,21.0,61.0,64.21,9.7,0.0,81.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,4,21.0,21.0,61.0,65.71,9.6,0.0,79.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,5,21.0,21.0,61.0,67.21,9.7,0.0,81.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,6,21.0,21.0,61.0,68.71,7.5,0.2,61.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,3,1,60.0,60.0,137.0,137.6,10.2,0.1,84.4,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,3,1,61.0,61.0,137.0,137.61,8.6,0.0,72.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,3,2,21.0,21.0,137.0,138.71,7.7,0.0,64.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,3,3,21.0,21.0,137.0,140.21,9.5,0.0,79.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,3,4,21.0,21.0,137.0,141.71,6.8,0.0,56.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,4,1,20.0,20.0,230.0,230.2,10.8,0.1,89.6,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,4,1,21.0,21.0,230.0,230.21,9.2,0.0,76.4,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,4,2,21.0,21.0,230.0,231.71,9.3,0.0,77.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,5,1,35.0,35.0,352.0,352.35,10.8,0.1,89.3,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,5,1,36.0,36.0,352.0,352.36,9.2,0.0,76.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,5,2,21.0,21.0,352.0,353.71,9.7,0.0,80.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,1,26.0,26.0,458.0,458.26,10.6,0.0,88.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,1,40.0,40.0,458.0,458.4,11.6,0.1,95.8,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,2,21.0,21.0,458.0,459.71,10.9,0.0,90.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,2,21.0,21.0,458.0,459.71,11.8,0.1,97.9,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,3,26.0,26.0,458.0,461.26,10.8,0.0,90.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,4,23.0,23.0,458.0,462.73,11.3,0.0,94.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,5,23.0,23.0,458.0,464.23,10.8,0.0,90.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,6,20.0,20.0,458.0,465.7,11.7,0.0,97.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,1,25.0,25.0,534.0,534.25,10.5,0.0,87.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,2,20.0,20.0,534.0,535.7,10.9,0.2,89.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,3,20.0,20.0,534.0,537.2,10.4,0.0,86.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,4,25.0,25.0,534.0,538.75,10.5,0.0,87.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,5,20.0,20.0,534.0,540.2,10.6,0.0,88.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,6,20.0,20.0,534.0,541.7,11.3,0.0,94.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,8,1,90.0,90.0,543.0,543.9,10.9,0.0,91.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,8,2,28.0,28.0,543.0,544.78,10.7,0.0,89.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,8,3,21.0,21.0,543.0,546.21,10.2,0.0,85.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,9,1,21.0,21.0,553.0,553.21,11.0,0.0,91.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,9,1,21.0,21.0,553.0,553.21,11.3,0.1,93.8,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,9,2,20.0,20.0,553.0,554.7,11.0,0.0,91.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,9,3,20.0,20.0,553.0,556.2,11.1,0.1,91.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,9,4,58.0,58.0,553.0,558.08,10.7,0.0,89.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,1,2.0,2.0,0.0,0.02,9.9,0.0,82.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,1,20.0,20.0,0.0,0.2,9.8,0.0,81.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,1,47.0,47.0,0.0,0.47,9.6,0.0,79.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,1,67.0,67.0,0.0,0.67,9.7,0.0,80.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,1,67.0,67.0,0.0,0.67,10.3,,,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,1,135.0,135.0,0.0,1.35,9.8,0.0,82.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,2,50.0,50.0,0.0,2.0,9.7,0.0,81.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,2,95.0,95.0,0.0,2.45,9.6,0.0,79.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,2,110.0,110.0,0.0,2.6,9.6,0.0,80.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,2,110.0,110.0,0.0,2.6,9.6,0.2,78.3,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,2,121.0,121.0,0.0,2.71,9.4,0.0,78.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,2,131.0,131.0,0.0,2.81,9.0,0.0,74.4,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,3,16.0,16.0,0.0,3.16,9.3,0.0,77.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,3,40.0,40.0,0.0,3.4,9.7,0.0,80.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,3,131.0,131.0,0.0,4.31,10.3,0.0,85.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,4,20.0,20.0,0.0,4.7,9.3,0.0,77.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,5,20.0,20.0,0.0,6.2,9.9,0.0,82.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,6,88.0,88.0,0.0,8.38,9.9,0.0,82.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,2,1,51.0,51.0,99.0,99.51,10.4,0.0,86.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,2,2,20.0,20.0,99.0,100.7,10.6,0.0,88.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,2,3,20.0,20.0,99.0,102.2,10.6,0.0,88.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,2,6,20.0,20.0,99.0,106.7,10.9,0.0,91.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,3,1,20.0,20.0,202.0,202.2,11.1,0.0,92.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,3,2,20.0,20.0,202.0,203.7,11.5,0.0,95.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,3,3,41.0,41.0,202.0,205.41,10.3,0.0,86.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,3,3,41.0,41.0,202.0,205.41,11.6,0.1,96.3,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,3,4,20.0,20.0,202.0,206.7,11.2,0.0,93.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,3,5,30.0,30.0,202.0,208.3,11.0,0.0,91.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,3,6,50.0,50.0,202.0,210.0,10.5,0.0,87.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,4,1,80.0,80.0,304.0,304.8,10.7,0.0,89.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,4,2,85.0,85.0,304.0,306.35,10.6,0.0,88.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,4,3,20.0,20.0,304.0,307.2,10.2,0.0,84.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,4,3,37.0,37.0,304.0,307.37,10.7,0.0,89.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,4,4,52.0,52.0,304.0,309.02,8.5,0.0,71.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,4,5,110.0,110.0,304.0,311.1,10.4,0.0,87.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,4,6,20.0,20.0,304.0,311.7,10.9,0.0,91.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,5,1,84.0,84.0,409.0,409.84,10.9,0.0,90.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,5,2,40.0,40.0,409.0,410.9,10.4,0.0,86.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,5,4,17.0,17.0,409.0,413.67,10.6,0.0,88.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,5,5,20.0,20.0,409.0,415.2,10.0,0.0,83.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,6,1,20.0,20.0,505.0,505.2,5.5,0.0,45.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,6,2,20.0,20.0,505.0,506.7,9.8,0.1,80.9,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,6,3,20.0,20.0,505.0,508.2,10.9,0.0,90.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,6,4,19.0,19.0,505.0,509.69,10.6,0.0,88.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,6,5,20.0,20.0,505.0,511.2,9.1,0.1,75.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,6,5,20.0,20.0,505.0,511.2,10.3,0.1,85.1,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,7,1,30.0,30.0,610.0,610.3,10.3,0.2,84.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,7,2,30.0,30.0,610.0,611.8,10.4,0.0,86.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,7,3,29.0,29.0,610.0,613.29,10.5,0.1,86.9,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,7,4,49.0,49.0,610.0,614.99,10.6,0.0,88.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,7,5,53.0,53.0,610.0,616.53,10.8,0.1,89.4,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,7,6,20.0,20.0,610.0,617.7,11.1,0.1,91.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,8,2,20.0,20.0,705.0,706.7,10.4,0.0,85.9,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,8,3,20.0,20.0,705.0,708.2,10.3,0.0,86.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,10,1,27.0,27.0,848.0,848.27,10.6,0.1,87.9,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,10,2,20.0,20.0,848.0,849.7,10.2,0.0,84.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,1,2.0,2.0,0.0,0.02,9.9,0.0,82.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,1,20.0,20.0,0.0,0.2,9.8,0.0,81.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,1,47.0,47.0,0.0,0.47,9.6,0.0,79.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,1,67.0,67.0,0.0,0.67,9.7,0.0,80.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,1,67.0,67.0,0.0,0.67,10.3,,,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,1,135.0,135.0,0.0,1.35,9.8,0.0,82.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,2,50.0,50.0,0.0,2.0,9.7,0.0,81.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,2,95.0,95.0,0.0,2.45,9.6,0.0,79.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,2,110.0,110.0,0.0,2.6,9.6,0.0,80.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,2,110.0,110.0,0.0,2.6,9.6,0.2,78.3,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,2,121.0,121.0,0.0,2.71,9.4,0.0,78.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,2,131.0,131.0,0.0,2.81,9.0,0.0,74.4,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,3,16.0,16.0,0.0,3.16,9.3,0.0,77.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,3,40.0,40.0,0.0,3.4,9.7,0.0,80.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,3,131.0,131.0,0.0,4.31,10.3,0.0,85.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,4,20.0,20.0,0.0,4.7,9.3,0.0,77.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,5,20.0,20.0,0.0,6.2,9.9,0.0,82.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,1,6,88.0,88.0,0.0,8.38,9.9,0.0,82.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,2,1,51.0,51.0,99.0,99.51,10.4,0.0,86.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,2,2,20.0,20.0,99.0,100.7,10.6,0.0,88.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,2,3,20.0,20.0,99.0,102.2,10.6,0.0,88.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,2,6,20.0,20.0,99.0,106.7,10.9,0.0,91.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,3,1,20.0,20.0,202.0,202.2,11.1,0.0,92.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,64,,3,2,20.0,20.0,202.0,203.7,11.5,0.0,95.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
