Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
159,959.0,A,Initial Reports          ,167.0,12.1,LO C. nitescens
159,959.0,A,Initial Reports          ,167.1,12.2,FO D. kugleri
159,959.0,A,Initial Reports          ,174.6,13.6,LO S. heteromorphus
159,959.0,A,Initial Reports          ,193.9,15.1,FO O. suturalis
159,959.0,A,Initial Reports          ,221.1,18.1,FO S. heteromorphus
159,959.0,A,Initial Reports          ,221.2,16.4,FO G. sicana
159,959.0,A,Initial Reports          ,221.21,18.4,LO S. belemnos
159,959.0,A,Initial Reports          ,230.6,21.6,LO G. kugleri
159,959.0,A,Initial Reports          ,250.0,19.700001,FO S. belemnos
159,959.0,D,Initial Reports          ,633.9,41.900002,LO Nannotetrina spp.
159,959.0,D,Initial Reports          ,759.5,47.799999,FO Nannotetrina spp.
159,959.0,D,Initial Reports          ,778.7,52.0,FO D. lodoensis
159,959.0,D,Initial Reports          ,788.3,53.299999,LO T. contortus
159,959.0,D,Initial Reports          ,797.8,53.599998,FO T. contortus
159,959.0,D,Initial Reports          ,797.81,54.099998,LO Fasciculithus spp.
159,959.0,D,Initial Reports          ,823.75,56.299999,FO D. multiradiatus
159,959.0,D,Initial Reports          ,823.8,57.700001,LO H. kleinpellii
159,959.0,D,Initial Reports          ,825.6,58.599998,FO H. kleinpellii
159,960.0,C,Initial Reports          ,5.18,0.46,LO P. lacunosa
159,960.0,C,Initial Reports          ,11.8,1.47,LO H. sellii
159,960.0,C,Initial Reports          ,11.81,1.7,LO G. fistulosus
159,960.0,C,Initial Reports          ,13.3,1.6,LO C. macintyrei
159,960.0,C,Initial Reports          ,14.8,1.95,LO D. brouwerii
159,960.0,C,Initial Reports          ,15.68,2.3,reappearance Pulleniatina
159,960.0,C,Initial Reports          ,15.7,2.3,LO G. miocenica
159,960.0,C,Initial Reports          ,15.93,2.6,LO G. pertenuis
159,960.0,C,Initial Reports          ,16.8,2.44,LO D. pentaradiatus
159,960.0,C,Initial Reports          ,18.3,2.61,LO D. surculus
159,960.0,C,Initial Reports          ,19.8,2.76,LO D. tamalis
159,960.0,C,Initial Reports          ,22.8,3.0,LO G. multicamerata
159,960.0,C,Initial Reports          ,22.81,3.0,LO G. altispira
159,960.0,C,Initial Reports          ,27.8,3.1,LO Sphaeroidinellosis
159,960.0,C,Initial Reports          ,30.8,3.5,FO G. pertenuis
159,960.0,C,Initial Reports          ,30.81,3.6,FO G. miocenica
159,960.0,C,Initial Reports          ,32.4,3.5,disappearance Pulleniatina
159,960.0,C,Initial Reports          ,33.8,3.62,LO Sphenolithus
159,960.0,C,Initial Reports          ,35.8,3.77,LO R. pseudoumbilica
159,960.0,C,Initial Reports          ,38.8,4.01,FO D. tamalis
159,960.0,C,Initial Reports          ,48.3,4.39,LO Amaurolithus
159,960.0,C,Initial Reports          ,49.8,4.3,LO G. nepenthes
159,960.0,C,Initial Reports          ,49.81,4.4,LO G. plesiotumida
159,960.0,C,Initial Reports          ,51.3,4.7,FO G. crassiformis
159,960.0,C,Initial Reports          ,52.8,5.1,LO N. acostaensis
159,960.0,C,Initial Reports          ,57.8,5.04,FO C. rugosus
159,960.0,C,Initial Reports          ,65.8,5.34,FO C. acutus
159,960.0,C,Initial Reports          ,65.81,5.34,LO T. rugosus
159,960.0,C,Initial Reports          ,68.8,5.56,LO D. quinqueramus
159,960.0,C,Initial Reports          ,70.3,5.9,FO G. tumida
159,960.0,C,Initial Reports          ,73.8,6.2,FO G. margaritae
159,960.0,C,Initial Reports          ,75.3,8.2,FO G. pleisotumida
159,960.0,C,Initial Reports          ,76.8,7.3,FO A. primus
159,960.0,C,Initial Reports          ,76.81,8.4,FO D. berggrenii
159,960.0,C,Initial Reports          ,84.8,8.8,FO D. loeblichii
159,960.0,C,Initial Reports          ,86.3,9.36,LO C. calyculus
159,960.0,C,Initial Reports          ,86.31,9.4,LO D. hamatus
159,960.0,C,Initial Reports          ,86.32,9.4,FO M. convallis
159,960.0,C,Initial Reports          ,89.3,9.6,FO D. neohamatus
159,960.0,C,Initial Reports          ,90.8,10.3,LO G. mayeri
159,960.0,C,Initial Reports          ,90.81,10.4,FO D. hamatus
159,960.0,C,Initial Reports          ,90.82,10.7,FO C. coalitus
159,960.0,C,Initial Reports          ,90.83,10.8,LO C. miopelagicus
159,960.0,C,Initial Reports          ,90.84,10.8,FO G. nepenthes
159,960.0,C,Initial Reports          ,90.9,12.1,LO C. nitescens
159,960.0,C,Initial Reports          ,90.91,13.6,LO S. heteromorphus
159,960.0,C,Initial Reports          ,90.92,14.7,LO G. peripheroacuta
159,960.0,C,Initial Reports          ,94.3,14.8,LO P. glomerosa
159,960.0,C,Initial Reports          ,98.8,15.8,LO H. ampliaperta
159,960.0,C,Initial Reports          ,109.8,17.4,FO C. premacintyrei
159,960.0,C,Initial Reports          ,109.81,18.1,FO S. heteromorphus
159,960.0,C,Initial Reports          ,109.82,18.4,LO S. belemnos
159,960.0,C,Initial Reports          ,117.8,19.700001,FO S. belemnos
159,960.0,C,Initial Reports          ,122.8,23.299999,FO D. druggii
159,962.0,B,Initial Reports          ,2.0,0.15,LO H. inversa
159,962.0,B,Initial Reports          ,5.5,0.26,FO E. huxleyi
159,962.0,B,Initial Reports          ,13.3,0.39,LO P. lacunosa
159,962.0,B,Initial Reports          ,16.05,0.48,FO H. inversa
159,962.0,B,Initial Reports          ,16.1,0.83,LO R. asanoi
159,962.0,B,Initial Reports          ,16.5,2.6,LO G. pertenuis
159,962.0,B,Initial Reports          ,17.05,1.08,LO G. oceanica
159,962.0,B,Initial Reports          ,17.1,2.61,LO D. surculus
159,962.0,B,Initial Reports          ,18.25,3.1,LO Sphaeroidinellopsis
159,962.0,B,Initial Reports          ,18.3,3.62,LO Sphenolithus
159,962.0,B,Initial Reports          ,19.75,3.77,LO R. pseudoumbilica
159,962.0,B,Initial Reports          ,19.8,4.01,FO D. tamalis
159,962.0,B,Initial Reports          ,26.45,4.39,LO Amaurolithus
159,962.0,B,Initial Reports          ,48.25,15.8,LO Naviculopsis
159,962.0,B,Initial Reports          ,59.8,16.200001,FO C. costata
160,963.0,A,Shipboard                ,33.0,0.26,FO E. huxleyi
160,963.0,A,Shipboard                ,156.79,0.99,FO Gephyrocapsa sp. 3
160,963.0,A,Shipboard                ,192.0,1.25,LO Gephyrocapsa >5.5 micorns
160,963.0,B,Shipboard                ,64.25,0.46,LO P. lacunosa
160,963.0,B,Shipboard                ,158.97,0.99,FO Gephyrocapsa sp. 3
160,963.0,B,Shipboard                ,183.4,1.25,LO Gephyrocapsa >5.5 microns
160,963.0,B,Shipboard                ,205.81,1.5,FO Gephyrocapsa >5.5 micorns
160,963.0,C,Shipboard                ,28.5,0.26,FO E. huxleyi
160,963.0,C,Shipboard                ,52.34,0.46,LO P. lacunosa
160,964.0,A,Shipboard                ,9.1,0.26,FO E. huxleyi
160,964.0,A,Shipboard                ,21.7,0.46,LO P. lacunosa
160,964.0,A,Shipboard                ,29.22,0.99,FO Gephyrocapsa sp. 3
160,964.0,A,Shipboard                ,35.92,1.25,LO Gephyrocapsa >5.5 micorns
160,964.0,A,Shipboard                ,44.64,1.5,FO Gephyrocapsa >5.5 microns
160,964.0,A,Shipboard                ,46.03,1.62,LO C. macintyrei
160,964.0,A,Shipboard                ,49.06,1.75,FO G. oceanica s.l.
160,964.0,A,Shipboard                ,50.04,1.81,FCO N. pachyderma sin.
160,964.0,A,Shipboard                ,54.48,1.99,LO D. brouweri
160,964.0,A,Shipboard                ,63.49,2.13,FO G. inflata
160,964.0,A,Shipboard                ,71.86,2.45,LO G. bonomiensis
160,964.0,A,Shipboard                ,72.11,2.51,LO D. pentaradiatus
160,964.0,A,Shipboard                ,75.6,2.82,LCO D. tamalis
160,964.0,A,Shipboard                ,87.1,3.22,LO Sphaeroidinellopsis spp.
160,964.0,A,Shipboard                ,89.23,3.57,LO G. puncticulata
160,964.0,A,Shipboard                ,93.5,3.85,LO R. pseudoumbilicus
160,965.0,A,Shipboard                ,0.76,0.26,FO E. huxleyi
160,965.0,A,Shipboard                ,3.89,0.46,LO P. lacunosa
160,965.0,A,Shipboard                ,6.34,0.99,FO Gephyrocapsa sp. 3
160,965.0,A,Shipboard                ,10.1,1.025,LO Gephyrocapsa >5.5 microns
160,965.0,A,Shipboard                ,10.78,1.5,FO Gephyrocapsa >5.5 microns
160,965.0,A,Shipboard                ,14.99,2.45,LO B. bononiensis
160,965.0,A,Shipboard                ,15.0,2.51,LO D. pentaradiatus
160,965.0,A,Shipboard                ,18.6,2.82,LCO D. tamalis
160,965.0,A,Shipboard                ,22.55,3.85,LO R. pseudounbilicus
160,966.0,A,Shipboard                ,4.4,0.26,FO E. huxleyi
160,966.0,A,Shipboard                ,8.0,0.46,LO P. lacunosa
160,966.0,A,Shipboard                ,13.85,0.99,FO Gephyrocapsa sp. 3
160,966.0,A,Shipboard                ,20.6,1.25,LO Gephyrocapsa > 5.5 microns
160,966.0,A,Shipboard                ,22.1,1.5,FO Gephyrocapsa >5.5 microns
160,966.0,A,Shipboard                ,24.42,1.62,LO C.macintyrei
160,966.0,A,Shipboard                ,24.43,1.75,FO G. oceanica s.l.
160,966.0,A,Shipboard                ,26.1,1.99,LO D. brouweri
160,966.0,A,Shipboard                ,26.6,2.13,FO G. inflata
160,966.0,A,Shipboard                ,31.61,2.45,LO G. bononiensis
160,966.0,A,Shipboard                ,32.4,2.51,LO D. pentaradiatus
160,966.0,A,Shipboard                ,34.51,2.82,LCO D. tamalis
160,966.0,A,Shipboard                ,40.92,3.22,LO Sphaeroidinellopsis spp.
160,966.0,A,Shipboard                ,44.74,3.57,LO G. puncticulata
160,966.0,A,Shipboard                ,48.72,3.85,LO R. pseudoumbilicus
160,966.0,A,Shipboard                ,51.56,3.94,LCO G. margaritae
160,966.0,A,Shipboard                ,51.98,4.11,FCO D. asymmetricus
160,966.0,A,Shipboard                ,60.12,4.52,FO G. puncticulata
160,967.0,A,Shipboard                ,9.03,0.26,FO E. huxleyi
160,967.0,A,Shipboard                ,19.11,0.46,LO P. lacunosa
160,967.0,A,Shipboard                ,32.62,0.99,FO Gephyrocapsa sp. 3
160,967.0,A,Shipboard                ,39.15,1.25,LO Gephyrocapsa >5.5 microns
160,967.0,A,Shipboard                ,47.25,1.5,FO Gephyrocapsa >5.5 microns
160,967.0,A,Shipboard                ,50.0,1.75,FO G. oceanica s.l.
160,967.0,A,Shipboard                ,57.54,1.99,Lo D. brouweri
160,967.0,A,Shipboard                ,72.86,2.45,LO G.bononiensis
160,967.0,A,Shipboard                ,75.0,2.51,LO D. pentaradiatus
160,967.0,A,Shipboard                ,81.6,2.82,LCO D. tamalis
160,967.0,A,Shipboard                ,90.5,3.22,LO Sphaeroidenellopsis spp.
160,967.0,A,Shipboard                ,102.09,3.57,LO G. puncticulata
160,967.0,A,Shipboard                ,104.1,3.85,LO R. pseudoumbilicus
160,967.0,A,Shipboard                ,106.42,3.94,LCO G. margaritae
160,967.0,A,Shipboard                ,109.11,4.11,FCO D. asymmetricus
160,967.0,A,Shipboard                ,109.52,4.52,FO G. puncticulata
160,967.0,A,Shipboard                ,114.58,5.1,FCO G. margaritae
160,968.0,A,Shipboard                ,6.2,0.26,FO E. huxleyi
160,968.0,A,Shipboard                ,18.94,0.46,LO P. lacunosa
160,968.0,A,Shipboard                ,31.84,0.99,FO Gephyrocapsa sp. 3
160,968.0,A,Shipboard                ,37.83,1.25,LO Gephyrocapsa >5.5 microns
160,968.0,A,Shipboard                ,47.76,1.5,FO Gephyrocapsa >5.5 microns
160,968.0,A,Shipboard                ,55.43,1.62,LO C. macintyrei
160,968.0,A,Shipboard                ,56.6,1.75,FO G. oceanica s.l.
160,968.0,A,Shipboard                ,84.85,2.51,LO D. pentaradiatus
160,968.0,A,Shipboard                ,117.21,3.22,LO Sphaeroidinellopsis spp.
160,968.0,A,Shipboard                ,145.02,3.57,LO G. puncticulata
160,969.0,A,Shipboard                ,7.52,0.26,FO E. huxleyi
160,969.0,A,Shipboard                ,11.35,0.46,Lo P. lacunosa
160,969.0,A,Shipboard                ,17.86,0.99,FO Gephyrocapas sp. 3
160,969.0,A,Shipboard                ,23.9,1.25,LO Gephyrocapsa >5.5 microns
160,969.0,A,Shipboard                ,27.05,1.5,FO Gephyrocapsa >5.5 microns
160,969.0,A,Shipboard                ,28.87,1.62,LO C. macintyrei
160,969.0,A,Shipboard                ,29.6,1.75,FO G. oceanica s.l.
160,969.0,A,Shipboard                ,34.25,2.13,FO G. inflata
160,969.0,A,Shipboard                ,34.88,1.99,LO D. brouweri
160,969.0,A,Shipboard                ,46.18,2.51,LO D. pentaradiatus
160,969.0,A,Shipboard                ,55.14,2.82,LCO D. tamilis
160,969.0,A,Shipboard                ,59.4,3.22,LO Sphaeroidinellopsis spp.
160,969.0,A,Shipboard                ,64.49,3.57,LO G. puncticulata
160,969.0,A,Shipboard                ,73.4,3.85,LO R. pseudoumbilicus
160,969.0,A,Shipboard                ,74.71,3.94,LCO G. margaritae
160,969.0,A,Shipboard                ,76.9,4.11,FCO D. asymmetricus
160,969.0,A,Shipboard                ,84.3,4.52,FO G. puncticulata
160,969.0,A,Shipboard                ,93.36,5.1,FCO G. margaritae
160,973.0,A,Shipboard                ,7.95,0.26,FO E. huxleyi
160,973.0,A,Shipboard                ,15.33,0.46,LO P. lacunosa
160,973.0,A,Shipboard                ,31.67,0.99,FO Gephyrocapsa sp. 3
160,973.0,A,Shipboard                ,37.6,1.25,LO Gephyrocapsa >5.5 microns
160,973.0,A,Shipboard                ,65.28,1.5,FO Gephyrocapsa >5.5 microns
160,973.0,A,Shipboard                ,69.8,1.62,LO C. macintyrei
160,973.0,A,Shipboard                ,74.72,1.75, 
161,974.0,B,Initial Reports          ,11.61,0.46,FO P. lacunosa
161,974.0,B,Initial Reports          ,48.24,1.02,FO G. omega>4 microns
161,974.0,B,Initial Reports          ,57.69,1.24,LO Gephyrodapsa spp. > 5.5 microns
161,974.0,B,Initial Reports          ,65.97,1.44,FO Gephyrocapsa spp. > 5.5 microns
161,974.0,B,Initial Reports          ,79.38,1.75,FO G. oceanica > 4.0 microns
161,974.0,B,Initial Reports          ,92.6,2.13,FO G. inflata
161,974.0,B,Initial Reports          ,104.77,2.52,LO D. pentaradiatus
161,974.0,B,Initial Reports          ,107.01,2.63,LO D. surculus
161,974.0,B,Initial Reports          ,113.07,2.78,LO D. tamalis
161,974.0,B,Initial Reports          ,131.88,3.57,LO G. puncticulata
161,974.0,B,Initial Reports          ,148.36,3.94,LCO G. margaritae
161,974.0,B,Initial Reports          ,157.15,4.52,FO G. puncticulata
161,974.0,B,Initial Reports          ,183.88,5.1,FCO G. margaritae
161,974.0,B,Initial Reports          ,199.42,5.33,open marine
161,975.0,B,Initial Reports          ,5.01,0.085,FO E. huxleyi acme
161,975.0,B,Initial Reports          ,20.96,0.26,FO E. huxleyi
161,975.0,B,Initial Reports          ,31.46,0.46,LO P. lacunosa
161,975.0,B,Initial Reports          ,68.75,1.02,FO G. omega > 4.0 microns
161,975.0,B,Initial Reports          ,79.16,1.24,LO Gephyrocapsa spp. > 5.5 microns
161,975.0,B,Initial Reports          ,110.68,1.44,FO Gephyrocapsa spp. > 5.5 microns
161,975.0,B,Initial Reports          ,119.51,1.75,FO G. oceanica > 4.0 microns
161,975.0,B,Initial Reports          ,133.01,1.96,LO D. brouweri
161,975.0,B,Initial Reports          ,151.95,2.45,LO G. bononiensis
161,975.0,B,Initial Reports          ,154.25,2.52,LO D. pentaradiatus
161,975.0,B,Initial Reports          ,188.2,2.78,LO D. tamalis
161,975.0,B,Initial Reports          ,218.05,3.57,LO G. punticulata 
161,975.0,B,Initial Reports          ,232.94,3.94,LCO G. margaritae
161,975.0,B,Initial Reports          ,244.82,4.13,FCO D. asymmetricus
161,975.0,B,Initial Reports          ,255.58,4.52,FO G. punticulata
161,975.0,B,Initial Reports          ,299.87,5.1,FCO G. margaritae
161,975.0,B,Initial Reports          ,305.81,5.33,open marine
161,976.0,B,Initial Reports          ,13.7,0.085,Base E. huxleyi acme
161,976.0,B,Initial Reports          ,59.875,0.26,FO E. huxleyi
161,976.0,B,Initial Reports          ,110.735,0.46,LO P. lacunosa
161,976.0,B,Initial Reports          ,207.88,0.93,LO R. asanoi
161,976.0,B,Initial Reports          ,242.525,1.02,FO G. omega > 4.0 microns
161,976.0,B,Initial Reports          ,258.66,1.1,FO R. asanoi
161,976.0,B,Initial Reports          ,281.0,1.24,LO Gephyrocapsa spp. > 5.5 microns
161,976.0,B,Initial Reports          ,326.915,1.44,FO Gephyrocapsa spp. > 5.5 microns
161,976.0,B,Initial Reports          ,349.32,1.58,LO C. macintyrei > 11 microns
161,976.0,B,Initial Reports          ,359.465,1.75,FO G. oceanica > 4.0 microns
161,976.0,B,Initial Reports          ,450.98,1.96,LO D. brouweri
161,976.0,B,Initial Reports          ,488.58,2.13,FO G. inflata
161,976.0,B,Initial Reports          ,559.64,5.07,LcO H. intermedia 
161,976.0,B,Initial Reports          ,573.24,5.1,FCO G. margaritae
161,976.0,B,Initial Reports          ,573.25,6.12,LO R. rotaria
161,976.0,B,Initial Reports          ,587.79,7.11,FRO G. conomiozea gr.
161,976.0,B,Initial Reports          ,656.255,10.72,LO H. walbersdorfensis
161,976.0,B,Initial Reports          ,679.08,12.2,FO C. macintyrei
161,976.0,C,Initial Reports          ,19.805,0.085,Base E. huxleyi acme
161,976.0,C,Initial Reports          ,65.18,0.26,FO E. huxleyi
161,976.0,C,Initial Reports          ,113.645,0.46,LO P. lacunosa
161,976.0,C,Initial Reports          ,213.125,0.93,LO R. asanoi
161,976.0,C,Initial Reports          ,247.405,1.02,FO G. omega > 4.0 microns
161,976.0,C,Initial Reports          ,270.93,1.1,FO R. asanoi
161,976.0,C,Initial Reports          ,288.09,1.24,LO Gephyrocapsa spp. > 5.5 microns
161,976.0,C,Initial Reports          ,332.685,1.44,FO Gephyrocapsa spp. > 5.5 microns
161,976.0,C,Initial Reports          ,347.835,1.58,LO C. macintyrei > 11 microns
161,976.0,C,Initial Reports          ,361.305,1.75,FO G. oceanica > 4.0 microns
161,977.0,A,Initial Reports          ,6.54,0.085,Base E. huxleyi acme
161,977.0,A,Initial Reports          ,49.5,0.26,FO E. huxleyi
161,977.0,A,Initial Reports          ,63.24,0.46,LO P. lacunosa
161,977.0,A,Initial Reports          ,143.0,0.93,LO R. asanoi
161,977.0,A,Initial Reports          ,160.36,1.02,FO G. omega > 4.0 microns
161,977.0,A,Initial Reports          ,170.24,1.1,FO R. asanoi
161,977.0,A,Initial Reports          ,195.61,1.24,LO Gephyrocapsa spp. > 5.5 microns
161,977.0,A,Initial Reports          ,201.19,1.27,LO H. sellii
161,977.0,A,Initial Reports          ,240.41,1.44,FO Gephyrocapsa spp. > 5.5 microns
161,977.0,A,Initial Reports          ,251.68,1.58,LO C. macintyrei > 11 microns
161,977.0,A,Initial Reports          ,263.2,1.75,FO G. caribbeanica > 4.0 microns
161,977.0,A,Initial Reports          ,309.83,1.96,LO D. brouweri
161,977.0,A,Initial Reports          ,338.94,2.13,FO G. inflata
161,977.0,A,Initial Reports          ,363.49,2.45,LO G. bononiensis
161,977.0,A,Initial Reports          ,373.58,2.52,LO D. pentaradiatus
161,977.0,A,Initial Reports          ,376.25,2.63,LO D. surculus
161,977.0,A,Initial Reports          ,415.81,2.78,LO D. tamalis
161,977.0,A,Initial Reports          ,426.81,3.22,LO Sphaeroidinellopsis spp.
161,977.0,A,Initial Reports          ,439.86,3.43,LO R. pseudoumbilicus > 7 microns
161,977.0,A,Initial Reports          ,447.51,3.57,LO G. puncticulata 
161,977.0,A,Initial Reports          ,462.51,3.66,LO S. abies
161,977.0,A,Initial Reports          ,475.74,3.94,LCO G. margaritae/LCO R. pseudoumb. > 7 microns
161,977.0,A,Initial Reports          ,490.61,4.13,FCO D. asymmetricus
161,977.0,A,Initial Reports          ,507.45,5.07,LcO H. intermedia
161,977.0,A,Initial Reports          ,531.27,5.1,FCO G. margaritae
161,978.0,A,Initial Reports          ,223.03,1.75,FO G. oceanica > 4.0 microns
161,978.0,A,Initial Reports          ,271.01,2.13,FO G. inflata
161,978.0,A,Initial Reports          ,316.92,2.45,LO G. bononiensis
161,978.0,A,Initial Reports          ,323.74,2.52,LO D. pentaradiatus/ D.surculus
161,978.0,A,Initial Reports          ,372.7,2.78,LO D. tamalis
161,978.0,A,Initial Reports          ,398.69,3.22,LO Sphaeroidinellopsis spp. 
161,978.0,A,Initial Reports          ,436.76,3.57,LO G. puncticulata
161,978.0,A,Initial Reports          ,466.31,3.94,LCO G. margaritae
161,978.0,A,Initial Reports          ,479.15,4.13,FCO D. asymmetricus
161,978.0,A,Initial Reports          ,520.41,4.52,FO G. puncticulata
161,978.0,A,Initial Reports          ,543.38,4.67,LO H. intermedia
161,978.0,A,Initial Reports          ,606.09,5.1,FCO G. margaritae
161,978.0,A,Initial Reports          ,616.16,6.12,LO R. rotaria
161,978.0,A,Initial Reports          ,694.3,6.62,FO R. rotaria
161,979.0,A,Initial Reports          ,10.485,0.085,Base E. huxleyi acme
161,979.0,A,Initial Reports          ,56.08,0.26,FO E. huxleyi
161,979.0,A,Initial Reports          ,89.915,0.46,LO P. lacunosa
161,979.0,A,Initial Reports          ,193.435,0.93,LO R.asanoi
161,979.0,A,Initial Reports          ,206.76,1.02,FO G. omega > 4.0 microns
161,979.0,A,Initial Reports          ,241.47,1.1,FO R. asanoi
161,979.0,A,Initial Reports          ,255.78,1.24,LO Gephyrocapsa spp. > 5.5 microns
161,979.0,A,Initial Reports          ,259.575,1.27,LO H. sellii
161,979.0,A,Initial Reports          ,307.505,1.44,FO Gephyrocapsa spp. > 5.5 microns
161,979.0,A,Initial Reports          ,326.07,1.58,LO C. macintyrei > 11 microns
161,979.0,A,Initial Reports          ,343.05,1.75,FO G. oceanica > 4.0 microns
161,979.0,A,Initial Reports          ,410.16,1.96,LO D. brouweri
161,979.0,A,Initial Reports          ,427.83,2.13,FO G. inflata
161,979.0,A,Initial Reports          ,476.405,2.45,LO G. bononiensis
161,979.0,A,Initial Reports          ,476.71,2.52,LO D. pentaradiatus
161,979.0,A,Initial Reports          ,486.43,2.63,LO D. surculus
161,979.0,A,Initial Reports          ,524.19,2.78,LO D. tamalis
162,907.0,B,Initial Reports          ,13.3,0.78,Bruhnes/Matuyama
162,907.0,B,Initial Reports          ,17.1,0.99,Jaramillo top
162,907.0,B,Initial Reports          ,18.5,1.07,Jaramillo bottom
162,907.0,B,Initial Reports          ,34.5,1.77,Olduvai top
162,907.0,B,Initial Reports          ,38.5,1.95,Olduvai bottom
162,907.0,B,Initial Reports          ,40.6,2.04,Reunion II top
162,907.0,B,Initial Reports          ,47.85,2.58,Matuyama/Gauss
162,907.0,B,Initial Reports          ,68.8,4.18,Cochii top
162,907.0,B,Initial Reports          ,71.2,4.29,Cochii bottom
162,907.0,B,Initial Reports          ,73.25,4.48,Nunivak top
162,907.0,B,Initial Reports          ,73.85,4.62,Nunivak bottom
162,907.0,B,Initial Reports          ,74.9,4.8,Sidufjall top
162,907.0,B,Initial Reports          ,77.4,4.89,Sidjfjall bottom
162,907.0,B,Initial Reports          ,78.55,4.98,Thvera top
162,907.0,B,Initial Reports          ,80.2,5.23,Thevera bottom
162,907.0,B,Initial Reports          ,88.35,5.89,Gilbert/C3An
162,907.0,B,Initial Reports          ,106.15,7.09,C3Bn/C3Br
162,907.0,B,Initial Reports          ,110.9,7.43,C3Br/3r?C4r.1r
162,907.0,B,Initial Reports          ,128.15,8.07,C4n.2n/C4r.1r
162,907.0,B,Initial Reports          ,140.5,8.7, 
162,907.0,C,Initial Reports          ,14.0,0.78,Bruhnes/Matuyama
162,907.0,C,Initial Reports          ,18.4,1.07,Jaramillo bottom
162,907.0,C,Initial Reports          ,34.8,1.77,Olduvai top
162,907.0,C,Initial Reports          ,37.95,1.95,Olduvai bottom
162,907.0,C,Initial Reports          ,53.25,2.58,Matuyama/Gauss
162,907.0,C,Initial Reports          ,88.65,5.89,Gilbert/C3An
162,907.0,C,Initial Reports          ,106.05,7.09,C3Bn/C4n.1n
162,907.0,C,Initial Reports          ,110.7,7.43,C3Br.3r/C4n.1n
162,907.0,C,Initial Reports          ,128.65,8.07,C4r/C4r.1r
162,907.0,C,Initial Reports          ,140.6,8.7,C4r/C4An
162,907.0,C,Initial Reports          ,146.55,9.02,C4An/C4An
162,907.0,C,Initial Reports          ,160.85,9.74,C4A.3r/C5n.1n
162,907.0,C,Initial Reports          ,166.65,9.88,C5n.1n/C5n.1r
162,907.0,C,Initial Reports          ,167.7,9.92,Crn.1r/C5n.2n
162,907.0,C,Initial Reports          ,182.1,10.95, 
162,980.0,A,Initial Reports          ,28.55,0.26,FAD E. huxleyi
162,980.0,A,Initial Reports          ,52.75,0.46,LAD P. lacunosa
162,980.0,A,Initial Reports          ,75.3,0.78,Bruhnes/Matuyama
162,980.0,A,Initial Reports          ,85.5,0.99,Jaramillo top
162,980.0,A,Initial Reports          ,89.5,1.07,Jaramillo bottom
162,980.0,A,Initial Reports          ,97.59,1.23, 
162,980.0,B,Initial Reports          ,77.35,0.78,Bruhnes/Matuyama
162,980.0,B,Initial Reports          ,88.95,0.99,Jaramillo top
162,980.0,B,Initial Reports          ,91.45,1.07, 
162,980.0,C,Initial Reports          ,80.25,0.78,Bruhnes/Matuyama
162,980.0,C,Initial Reports          ,92.6,0.99,Jaramillo top
162,980.0,C,Initial Reports          ,94.1,1.07, 
162,981.0,A,Initial Reports          ,20.54,0.26,FAD E. huxleyi
162,981.0,A,Initial Reports          ,34.5,0.46,LAD P. lacunosa
162,981.0,A,Initial Reports          ,49.2,0.78,Bruhnes/Matuyama
162,981.0,A,Initial Reports          ,58.55,0.99,Jaramillo top
162,981.0,A,Initial Reports          ,61.55,1.07,Jaramillo bottom
162,981.0,A,Initial Reports          ,96.75,1.77,Olduvai top
162,981.0,A,Initial Reports          ,107.5,1.95,Olduvai bottom
162,981.0,A,Initial Reports          ,120.75,2.14,Reunion II top
162,981.0,A,Initial Reports          ,148.9,2.58,Matuyama/Gauss
162,981.0,A,Initial Reports          ,245.0,3.7,FA P.lacunosa
162,981.0,A,Initial Reports          ,298.0,4.7, 
162,981.0,B,Initial Reports          ,48.0,0.78,Bruhnes/Matuyama
162,981.0,B,Initial Reports          ,58.15,0.99,Jaramillo top
162,981.0,B,Initial Reports          ,60.2,1.07,Jaramillo bottom
162,981.0,B,Initial Reports          ,96.85,1.77,Olduvai top
162,981.0,B,Initial Reports          ,109.9,1.95,Olduvai bottom
162,981.0,B,Initial Reports          ,123.55,2.14,Reunion II top
162,981.0,B,Initial Reports          ,150.35,2.58, 
162,982.0,A,Initial Reports          ,39.5,1.95,Olduvai top
162,982.0,A,Initial Reports          ,50.7,2.58, 
162,982.0,B,Initial Reports          ,3.85,0.26,FO E. huxleyi
162,982.0,B,Initial Reports          ,9.09,0.46,LO P. lacunosa
162,982.0,B,Initial Reports          ,17.6,0.78,Bruhnes?matuyama
162,982.0,B,Initial Reports          ,23.4,0.99,Jaramillo top
162,982.0,B,Initial Reports          ,25.0,1.07,Jaramillo bottom
162,982.0,B,Initial Reports          ,36.15,1.77,Olduvai top
162,982.0,B,Initial Reports          ,39.15,1.95,Olduvai bottom
162,982.0,B,Initial Reports          ,43.15,2.14,Reunion II top
162,982.0,B,Initial Reports          ,52.55,2.58,Matuyama/Gauss
162,982.0,B,Initial Reports          ,78.55,3.7,FO P. lacunosa
162,982.0,B,Initial Reports          ,126.05,4.7,LO A. primus
162,982.0,B,Initial Reports          ,246.2,7.3,FO D. surculus
162,982.0,B,Initial Reports          ,376.85,10.9,LO C. miopelagicus
162,982.0,B,Initial Reports          ,471.45,13.6,LO S. heteromorphus
